restaurant,cuisines,city,longitude,latitude,price,"aggregate rating"
"Dee The Baker",Bakery,"New Delhi",77.3089444,28.6281517,3.900,3.4
"Dilli Darbaar","Street Food","New Delhi",77.3043502,28.6360024,1.300,3.1
"Finger Licious","Bakery, Fast Food","New Delhi",77.3056876,28.6362503,2.600,3.2
"Garden Hut",Chinese,"New Delhi",77.3059907,28.6306439,5.850,2.7
"Hari Mirch Masala","North Indian, Chinese","New Delhi",77.3031004,28.6360078,4.550,2.8
Kamal's,"North Indian, South Indian, Chinese, Fast Food","New Delhi",77.3031053,28.6351912,7.150,2.8
"Kocktails & Kurries","North Indian, Chinese","New Delhi",77.3089888,28.6280802,12.350,3.1
"Madras Cafe","South Indian","New Delhi",77.3032993,28.6355354,1.950,3.2
"Mahalaxmi Dairy & Sweets","Mithai, Street Food","New Delhi",77.3039947,28.6348977,1.300,2.6
"Meet n Eat","North Indian, Fast Food, Chinese","New Delhi",77.3082609,28.6282279,5.850,2.7
"Punjabi Mirchi","North Indian, Mughlai, Chinese","New Delhi",77.3028343,28.6335406,8.450,3.3
"The Garam Masala","North Indian, Chinese","New Delhi",77.3079824,28.627967,5.200,3.4
"Unique Pastry Shop",Bakery,"New Delhi",77.3035124,28.6349194,2.600,3.4
"Vaishno Amritsari Dhaba","North Indian","New Delhi",77.307845,28.6278421,4.550,3.2
"Zara Restaurant","North Indian, Mughlai","New Delhi",77.2919552,28.6220862,5.200,3.3
"Bhatia Sweets","Mithai, South Indian, Street Food","New Delhi",77.305996,28.630711,1.950,3.5
"De Cafepedia","Fast Food, Chinese","New Delhi",77.3030936,28.6360258,3.250,3.5
"Icy Curls","Desserts, Ice Cream","New Delhi",77.3037739,28.634931,3.900,3.7
Chakhna,"North Indian, Chinese","New Delhi",77.3012262,28.6308689,5.200,0
"Choco-House Chocolatiers",Desserts,"New Delhi",0,0,6.500,0
"D Brown Affairs","Bakery, Desserts","New Delhi",77.2995024,28.6362246,3.900,0
"Daya Sagar","North Indian, Chinese, Mughlai","New Delhi",77.2974464,28.6346331,5.200,0
"Food Code 99","Chinese, South Indian, Fast Food","New Delhi",77.3011496,28.6274039,3.900,0
"Foodie Singh","North Indian","New Delhi",77.2990042,28.6336787,6.500,0
"Gluten Free by Deepika","Bakery, Healthy Food","New Delhi",0,0,4.550,0
"Jain Restaurant","North Indian","New Delhi",77.2995973,28.630479,6.500,0
"Kesariya Sweets",Mithai,"New Delhi",77.30793916,28.62804124,3.250,0
"KG Confectionery and Pastry Shop","Bakery, Desserts","New Delhi",77.3038718,28.6348699,1.300,0
"Krishna Da Dhaba","North Indian","New Delhi",77.3032993,28.6355354,2.600,0
"Little Cup Cake","Bakery, Desserts","New Delhi",0,0,4.550,0
"New Kovilakam Restaurant","Kerala, South Indian","New Delhi",77.30450468,28.63570449,5.200,0
"Nice Food Corner","Street Food","New Delhi",77.2934576,28.6219398,1.950,0
"Radhey Radhey Foods","North Indian","New Delhi",77.3029659,28.6264823,6.500,0
"Schezwan Bakery","Bakery, Fast Food","New Delhi",77.3065335,28.6304877,2.600,0
"Shama Muradabadi Chicken Corner",Biryani,"New Delhi",77.3037861,28.6349562,3.900,0
"Starve Stalkers","Italian, Fast Food","New Delhi",0,0,3.900,0
"Tava & Tandoor","North Indian, Chinese","New Delhi",77.3030602,28.635191,5.200,0
"Chutneez Restaurant Lounge & Bar","North Indian, Chinese, Mughlai","New Delhi",77.3095488,28.6339747,15.600,2.4
"Domino's Pizza","Pizza, Fast Food","New Delhi",77.3012464,28.6308576,9.100,2.4
"Mangal Sweets","North Indian, Chinese, South Indian, Street Food, Mithai","New Delhi",77.3015435,28.6304523,5.200,2.4
"Sweet Tickles","Bakery, Desserts","New Delhi",77.305766,28.631723,6.500,4.1
"Ira - The Waterside Bar - ITC Maurya","Finger Food","New Delhi",77.1734292,28.5981818,26.000,3.2
"Nutmeg The Gourmet Shop - ITC Maurya","Bakery, Desserts","New Delhi",77.1735895,28.5974082,13.000,3.4
"Fabelle Chocolate Boutique - ITC Maurya","Desserts, Ice Cream","New Delhi",77.1735895,28.5974082,15.600,3.8
"Golf Bar - ITC Maurya","Drinks Only","New Delhi",77.1734391,28.5981778,45.500,3.5
"Bukhara - ITC Maurya","North Indian","New Delhi",77.1737243,28.5974659,84.500,4.4
"Tian - Asian Cuisine Studio - ITC Maurya","Asian, Japanese, Korean, Thai, Chinese","New Delhi",77.1734547,28.5973505,91.000,4.1
"Ashish Lal Dhaba","North Indian","New Delhi",77.23888333,28.63209722,5.200,3.2
"Lal Dhaba","North Indian","New Delhi",0,0,2.600,3.1
McDonald's,"Fast Food, Burger","New Delhi",77.24104444,28.63255,6.500,3.2
"Udupi Cafe","South Indian, Chinese","New Delhi",77.24134527,28.6311424,3.900,3.5
"34, Chowringhee Lane","Fast Food","New Delhi",77.097151,28.6347982,4.550,2.7
"Amritsar Express","Fast Food","New Delhi",77.0969155,28.6356447,1.300,3.1
"Anand Chicken & Fast Food","Chinese, Fast Food","New Delhi",77.096421,28.6274912,5.200,2.8
"Baba Chicken Ludhiana Wale","North Indian","New Delhi",77.0968706,28.6355956,3.900,3.1
"Bombay Vada Pav","Street Food","New Delhi",77.0969926,28.6360464,1.950,2.8
"Cafe Coffee Day",Cafe,"New Delhi",77.0971876,28.6362828,5.850,3.1
"Chin Pokli",Chinese,"New Delhi",77.107504,28.620964,5.200,3.1
Curries,"Chinese, Mughlai, North Indian","New Delhi",77.1090874,28.6275885,7.800,2.7
"Deepak Vaishno Dhaba","North Indian","New Delhi",77.0981016,28.6310878,4.550,3.4
"Delhi Dhaba","North Indian","New Delhi",77.1022244,28.6237129,3.900,3.1
"Dewan Sweets","Desserts, Street Food","New Delhi",77.1108383,28.6196388,1.300,3.3
"Flirty Momo's",Chinese,"New Delhi",77.1028818,28.6494365,4.550,3.1
Frontier,Bakery,"New Delhi",77.0975994,28.6312881,2.600,3.2
Giani,"Ice Cream, Desserts","New Delhi",77.1109713,28.6255303,5.200,3
"Green Chick Chop","Raw Meats, North Indian, Fast Food","New Delhi",77.0980497,28.6316476,4.550,3.3
"Khalsa Veg Corner","North Indian, Fast Food","New Delhi",77.0980565,28.6343754,3.900,3.4
"Kings Kulfi","Ice Cream","New Delhi",77.0971673,28.6349446,1.950,3.3
"Kohli Dhaba","North Indian","New Delhi",77.0982505,28.631387,7.800,3.4
"Laxmi Ice Cream","Ice Cream, Desserts","New Delhi",77.0968803,28.6353891,2.600,3.4
"Mosaic - SK Premium Park","North Indian, Chinese, Continental","New Delhi",77.1136177,28.6300121,32.500,2.9
"Moti Mahal Delux","North Indian, Chinese","New Delhi",77.1013347,28.6255608,10.400,2.7
"Mukesh Chic-Inn Hot & Spice",Mughlai,"New Delhi",77.0969155,28.6356447,5.200,3
"Muradabadi Biryani",Hyderabadi,"New Delhi",77.0981402,28.6322412,3.900,2.6
"Muradabadi Shahi Biryani & Chicken Corner","North Indian, Biryani","New Delhi",77.0978255,28.6316146,5.850,3.3
"Nagi Fish Corner","North Indian","New Delhi",77.0965558,28.63561,3.250,3.1
"Nirula's Ice Cream","Desserts, Ice Cream","New Delhi",77.0981006,28.6316165,3.250,3
"Papa Veg Chinese Food","Chinese, Fast Food","New Delhi",77.0971629,28.6347297,5.200,2.9
"Pindi's Kitchen",Mughlai,"New Delhi",77.0971063,28.6350493,5.850,3.3
"Rewari Sweets",Mithai,"New Delhi",77.1087679,28.6134073,5.200,3.2
"Roti Aur Boti","Fast Food","New Delhi",77.097836,28.6313278,1.300,3.2
"Sahni Chicken Corner","North Indian, Mughlai","New Delhi",77.1017394,28.6249007,6.500,3.2
"Sarpal Restaurant","North Indian, Mughlai","New Delhi",77.1112093,28.6249622,7.150,3.1
"SGF - Spice Grill Flame","North Indian, Chinese","New Delhi",77.0981661,28.6334468,6.500,2.9
"Shanta Fresh Fish Corner","North Indian","New Delhi",77.0965824,28.635497,5.200,3.1
"Shree Meenakshi Dosai","South Indian","New Delhi",77.0970387,28.6358663,3.250,2.9
Singz,"North Indian, Chinese","New Delhi",77.0977886,28.6315014,7.800,2.9
"Sona Bakers",Bakery,"New Delhi",77.0967806,28.6356765,2.600,3.4
"Tak - a - Tak","North Indian","New Delhi",77.0976322,28.6309971,3.900,3.3
"The Great Indian Food Truck","Chinese, Mexican, Italian","New Delhi",77.110907,28.6246348,3.250,3
"Tihar Food Court","Fast Food","New Delhi",77.1040333,28.6197878,3.900,2.9
"Uncle Da Dhabha","North Indian","New Delhi",77.0998706,28.6351319,2.600,3
"Variety Chicken Corner","North Indian","New Delhi",77.1074751,28.6212976,5.850,2.9
"Wah Ji Wah","Mughlai, Chinese","New Delhi",77.0971697,28.6350345,5.850,2.5
"9 Scoops","Ice Cream","New Delhi",77.0998371,28.635251,3.900,3.6
"Kati Roll Cottage","Fast Food","New Delhi",77.0994344,28.6344684,2.600,3.5
"Pul Bangash Wale","North Indian, Mughlai","New Delhi",77.097993,28.6315308,3.900,3.7
"Sunny Chicken Soup","North Indian","New Delhi",77.0970504,28.6351651,2.600,3.6
"Yo Momos","Chinese, North Indian","New Delhi",77.0977144,28.6314535,3.900,3.7
"Bikaner Sweets","Chinese, Mithai","New Delhi",77.0997544,28.6344525,2.600,0
"Bittoo Murge Wala","North Indian","New Delhi",77.0972622,28.6360885,3.900,0
"Jalebi Wala",Desserts,"New Delhi",77.0970875,28.6353275,1.300,0
"Just Parkash",Chinese,"New Delhi",77.1088295,28.6628124,4.550,0
"Kwality Sweet Corner","Chinese, Mithai","New Delhi",77.1109839,28.6244686,2.600,0
"Mohan Chaat Corner","North Indian, Chinese","New Delhi",77.1073269,28.6212971,2.600,0
"Mr. Momo","Fast Food, Chinese","New Delhi",77.0996828,28.6357503,4.550,0
"Pishori Chicken Corner","Mughlai, Fast Food","New Delhi",77.1018025,28.6235852,4.550,0
"Punjab Patiyala Sahi","Mughlai, North Indian","New Delhi",77.0974053,28.6342008,4.550,0
"Shama Chicken Corner","Biryani, Mughlai","New Delhi",77.1108325,28.6258103,3.900,0
"Wah G Wah","North Indian, Chinese","New Delhi",77.098778,28.631327,5.850,0
Grillz,"Fast Food","New Delhi",77.101117,28.625289,6.500,2.2
"The Barbeque Company","North Indian, Chinese, Continental","New Delhi",77.1014229,28.6255344,15.600,4.2
"Anmol Chicken Corner","North Indian","New Delhi",77.2349022,28.6498101,5.200,3.1
"Babu Bhai Kabab Wale",Mughlai,"New Delhi",77.2339142,28.6472969,2.600,3.4
"Chicken Mughlai","North Indian, Mughlai","New Delhi",77.2335637,28.6487528,4.550,3
"Cool Point Shahi Tukda","Desserts, Beverages","New Delhi",77.2349022,28.6497205,1.300,3.1
"Jawahar Hotel","North Indian, Mughlai","New Delhi",77.2334814,28.649456,6.500,3.4
"Lalu Kababe",Mughlai,"New Delhi",77.2339276,28.6497621,2.600,3.2
"Phelwan Biryani Wala",Mughlai,"New Delhi",77.2350818,28.6470498,1.950,3
"Qureshi Kabab Corner",Mughlai,"New Delhi",77.2348573,28.6498506,3.900,3
"Al Jawahar","Mughlai, North Indian","New Delhi",77.2327023,28.6496214,7.800,3.8
"Aslam Chicken",Mughlai,"New Delhi",77.2335385,28.6486247,5.200,3.9
"Dil Pasand Biryani Point",Biryani,"New Delhi",77.2350818,28.6470498,2.600,3.5
"Haji Mohd. Hussain",Mughlai,"New Delhi",77.2336085,28.6489324,3.900,3.6
"Kallan Sweets",Mithai,"New Delhi",77.2334979,28.649672,1.300,3.8
"The Walled City - Caf刺 & Lounge","Continental, North Indian, Mughlai, Chinese","New Delhi",77.2328365,28.6491652,9.100,3.8
Al-Nawab,Mughlai,"New Delhi",77.2362096,28.6498224,3.900,0
"Ameer Sweets House","Mithai, Street Food","New Delhi",77.2345429,28.6468193,1.300,0
"Anwar Food Corner",Mughlai,"New Delhi",77.2331077,28.6497611,7.800,0
"Fish Point","North Indian","New Delhi",77.2348182,28.6497507,2.600,0
"Golden Bakery",Bakery,"New Delhi",77.2335999,28.6481181,1.300,0
"Hotel Maidah","North Indian, Mughlai","New Delhi",77.2328365,28.6492548,5.200,0
"Lahori Food","North Indian","New Delhi",77.2333916,28.6493023,5.200,0
"Majlis Foods","North Indian","New Delhi",77.2355652,28.6498655,5.200,0
"Cool Point","Desserts, Beverages","New Delhi",77.2337024,28.6492691,1.300,4.2
"Haji Shabrati Nihari Wale",Mughlai,"New Delhi",77.234498,28.6467702,2.600,4
Karim's,"Mughlai, North Indian","New Delhi",77.23363,28.6493933,10.400,4
"Qureshi Kabab Corner",Mughlai,"New Delhi",77.2348509,28.649739,2.600,4.3
"Bake Bikaner","North Indian, South Indian, Chinese, Street Food","New Delhi",77.0781883,28.6178488,6.500,3.3
Barista,Cafe,"New Delhi",77.081247,28.6308738,8.450,3.3
"Behrouz Biryani",Biryani,"New Delhi",77.076075,28.624851,7.800,3.4
Brunchilli,"North Indian, Chinese","New Delhi",77.09158983,28.61913158,10.400,3.2
"Cafe Coffee Day",Cafe,"New Delhi",77.0919751,28.6270907,5.850,3.4
"Chawla Dillivala","North Indian, Chinese","New Delhi",77.08765,28.6217683,7.800,2.7
"Dhaba Ambarsariya","North Indian, Chinese","New Delhi",77.101121,28.625011,9.100,3.3
"Domino's Pizza","Pizza, Fast Food","New Delhi",77.0903177,28.6298073,9.100,3.4
"GPW - The Food Hub","North Indian, Chinese","New Delhi",77.0895476,28.6156773,5.200,3
"Green Bhojanalya","North Indian","New Delhi",77.0821521,28.6237445,5.200,3.2
"Hira Sweets","North Indian, South Indian, Street Food, Fast Food, Mithai","New Delhi",77.0870265,28.6330204,7.800,2.5
"Hot Curries","North Indian, Mughlai, Chinese","New Delhi",77.09035702,28.61683827,9.100,3.4
"Meenu Caterers","North Indian, Chinese","New Delhi",77.090369,28.6168861,7.800,2.7
"Moti Mahal Delux","North Indian, Mughlai, Chinese","New Delhi",77.0820473,28.6300262,13.000,2.6
"New Kadimi","North Indian, South Indian, Chinese, Fast Food","New Delhi",77.0944197,28.6158468,7.800,2.5
"Polka Pastry & Snack Bar","Bakery, Fast Food","New Delhi",77.0966703,28.6311148,4.550,3.2
"Pudding & Pie","Bakery, Fast Food","New Delhi",77.0888248,28.6180223,5.850,3.4
Singz,"North Indian, Chinese","New Delhi",77.0859354,28.6219218,9.100,2.5
"Slice of Italy","Italian, Pizza, Bakery","New Delhi",77.0884552,28.6216295,9.100,3.4
Subway,"American, Fast Food, Salad, Healthy Food","New Delhi",77.0844615,28.6219496,6.500,3.1
Suruchee,"Bengali, North Indian","New Delhi",77.0935847,28.6343713,6.500,3.4
"The Bubble Tea Cafe",Cafe,"New Delhi",77.0883654,28.6215998,7.800,3
"The Destination","Chinese, Mughlai","New Delhi",77.0910311,28.6284185,18.200,3.3
"The Night Delights","North Indian, Chinese","New Delhi",77.0887484,28.6202711,10.400,3.4
"Tingling Pepper","North Indian, Chinese, Continental, Fast Food","New Delhi",77.0960937,28.6361792,5.200,3.4
"Wah G Wah","North Indian, Chinese","New Delhi",77.0910906,28.6298512,5.850,2.7
"Midnight Hunger Hub","North Indian, Fast Food, Italian, Asian","New Delhi",77.0900756,28.6122787,10.400,4.5
BarShala,"Finger Food","New Delhi",77.0816045,28.6295635,7.800,3.5
"Bemisaal Reloaded","North Indian, Chinese","New Delhi",77.091394,28.6291122,16.250,3.8
"Bon App刺tit","Fast Food","New Delhi",77.0820832,28.6296625,4.550,3.8
"Burger Point","Burger, Fast Food","New Delhi",77.0901845,28.6180324,3.900,3.6
"Cakes 'n' Crumbs",Bakery,"New Delhi",77.0871273,28.6331568,5.200,3.6
"China Fort","Chinese, North Indian, Thai","New Delhi",77.0910903,28.6285431,9.100,3.5
Giani,"Ice Cream, Desserts","New Delhi",77.0887384,28.6180887,5.200,3.5
"Hot Cherries",Bakery,"New Delhi",77.0871808,28.6335873,5.200,3.6
KFC,"American, Fast Food","New Delhi",77.0817882,28.6209459,6.500,3.5
McDonald's,"Fast Food, Burger","New Delhi",77.0819207,28.6299374,6.500,3.6
"Pasta Xpress","Italian, Fast Food","New Delhi",77.0941454,28.6157655,9.100,3.6
"Tandoor Bar-Be-Que","North Indian, Mughlai","New Delhi",77.0846413,28.6218773,7.800,3.5
"TBK Kulcha's","Fast Food, Street Food","New Delhi",77.091738,28.6191652,3.900,3.6
"The Pindi","North Indian, Chinese, Mughlai","New Delhi",77.0801897,28.620389,16.900,3.5
"The Tangy Tomatoes","Italian, Chinese, Fast Food, North Indian","New Delhi",77.0936598,28.6341679,5.200,3.7
Thela,"North Indian, Fast Food, Chinese","New Delhi",77.0905124,28.6330626,6.500,3.5
"Wah Ji Wah","North Indian, Chinese","New Delhi",77.0884763,28.6217284,5.850,3.7
Muffins,"Bakery, Fast Food","New Delhi",77.0917978,28.6278364,3.250,1.9
"Food Scouts","North Indian, Chinese, Continental","New Delhi",77.090872,28.622406,9.100,4.3
"Aggarwal Sweet India","Mithai, Street Food","New Delhi",77.2450727,28.5830716,1.950,2.8
"Bhola Dhaba","North Indian","New Delhi",77.2459911,28.5835117,3.900,2.8
"Cake Me Up",Bakery,"New Delhi",77.2415481,28.5799189,5.200,3.1
"Chawla Snacks","North Indian","New Delhi",77.2467751,28.5826876,3.250,2.9
"Chef Joint","North Indian, Chinese","New Delhi",77.2475434,28.5795335,5.200,3.2
"China Hut",Chinese,"New Delhi",77.2472956,28.5817203,5.200,3
"Chinese Hut","Chinese, Fast Food","New Delhi",77.247116,28.5816136,5.850,2.8
"Curries & Kebabs","North Indian, Mughlai, Chinese","New Delhi",77.2583408,28.5791847,6.500,2.7
Giani's,"Ice Cream, Desserts","New Delhi",77.2412786,28.5793555,5.200,3.1
"Green Chick Chop","Raw Meats, North Indian, Fast Food","New Delhi",77.2479691,28.584787,4.550,3.1
"Kabul Restaurant","Mughlai, Afghani","New Delhi",77.2464868,28.5813084,5.850,2.8
"Kadimi Dukan","Street Food, Mithai","New Delhi",77.2481871,28.5825578,2.600,3.2
"Kadimi Sweets","Mithai, Street Food","New Delhi",77.24752,28.5819657,2.600,3.1
McDonald's,"Fast Food, Burger","New Delhi",77.2419073,28.5812079,6.500,3.4
"Modi Pastry Corner","Bakery, Fast Food","New Delhi",77.2467562,28.5813908,1.300,2.6
"New Evergreen Hotel","North Indian, Mughlai","New Delhi",77.2476766,28.5844282,5.850,2.9
"Nikku Hotel","North Indian, Chinese, Fast Food","New Delhi",77.2515162,28.5823905,6.500,2.6
"Om Hotel","North Indian, Mughlai, South Indian","New Delhi",77.2417277,28.5805634,7.800,3.3
"Pakeeza Burger","North Indian, Afghani","New Delhi",77.246482,28.5813093,7.800,2.6
"Paljees Fresh Baked","Bakery, Desserts, Fast Food","New Delhi",77.2450505,28.5828513,2.600,3.1
"Pinka's Rasoi","North Indian","New Delhi",77.2416379,28.5798378,6.500,3.1
"Republic of Chicken","Raw Meats, Fast Food","New Delhi",77.2450954,28.5829004,5.200,2.8
"Sandwich & Sons","Fast Food","New Delhi",77.2487324,28.5853525,6.500,3.2
"Simple Restaurant","North Indian, Chinese","New Delhi",77.2439728,28.5837347,6.500,3
Subway,"American, Fast Food, Salad, Healthy Food","New Delhi",77.2450505,28.5828513,6.500,3.3
"Tempting Bar-B-Que","North Indian, Chinese","New Delhi",77.2451403,28.5824117,8.450,3.3
"The Biryani Hut",Biryani,"New Delhi",77.2473854,28.5818185,5.200,2.9
"Beliram Degchiwala","North Indian, Mughlai","New Delhi",77.2450505,28.5828513,11.700,3.5
Instapizza,"Pizza, Fast Food","New Delhi",77.2488222,28.5853611,11.700,3.9
"Janta Bakery","Bakery, Fast Food","New Delhi",77.2482385,28.5823926,1.950,3.6
"Pal Refreshment Corner","North Indian, Chinese","New Delhi",77.2417277,28.580653,6.500,3.5
"Transform Nutrition","Healthy Food, Continental","New Delhi",77.2415673,28.5807469,5.200,3.5
"Bhashi Caterers","North Indian","New Delhi",77.2515611,28.5819018,7.800,0
"Birbal Ji Dhaba","North Indian","New Delhi",77.2512383,28.5815771,4.550,0
"Chaap Express","North Indian","New Delhi",77.2460575,28.5835827,3.900,0
Daawat-e-Mehak,"North Indian, Mughlai, Chinese","New Delhi",77.262305,28.5764607,4.550,0
"Delhi Biryani Hut",Mughlai,"New Delhi",77.2468941,28.5815151,3.900,0
"K. B. Eating Point","Chinese, South Indian","New Delhi",77.2603162,28.5798205,3.250,0
"Kashmiri Wazwan",Kashmiri,"New Delhi",77.247005,28.5815244,3.250,0
"Maan Singh Halwai",Mithai,"New Delhi",77.258251,28.5792658,1.300,0
"Mughlai Darbar Muradabadi",Mughlai,"New Delhi",77.2487324,28.5852629,3.900,0
"P.S. Chinese & Thai Food",Chinese,"New Delhi",77.2585204,28.5791121,3.900,0
"Pak Afghan Restaurant",Afghani,"New Delhi",77.2467645,28.5814249,3.900,0
"Pakeeza Restaurants",Mughlai,"New Delhi",77.2463975,28.5812764,6.500,0
"Radhe Shyam Chole Bhature","Street Food","New Delhi",77.2490554,28.5827894,1.300,0
"Sanjha Chulha","North Indian, Mughlai","New Delhi",77.2574428,28.5738108,9.100,0
"Sardar A Pure Meat Shop","Raw Meats, Fast Food","New Delhi",77.247116,28.5843025,3.900,0
"Shahi Muradabadi & Hyderabadi",Mughlai,"New Delhi",77.2622917,28.5771398,2.600,0
"Shankar Chinese Foods","Chinese, Fast Food","New Delhi",77.2422216,28.5794004,2.600,0
"Shri Ram Sweets","South Indian, Street Food, Chinese","New Delhi",77.2584306,28.5792829,3.900,0
"Subhash Punjabi Family Dhaba","North Indian","New Delhi",77.251335,28.5815991,4.550,0
"Tandoori Nature","North Indian","New Delhi",77.2479992,28.5832431,5.200,0
"Tinker Koch","North Indian","New Delhi",77.2474752,28.5839782,3.900,0
"Wakhra Swag","South Indian, Chinese, Fast Food","New Delhi",77.2569041,28.5744768,2.600,0
Chawla's?,"North Indian, Mughlai","New Delhi",77.2417277,28.5802945,10.400,2.3
"Barbeque Nation","North Indian, Chinese","New Delhi",77.2413236,28.580749,20.800,4
"Novelty Dairy & Stores","Fast Food","New Delhi",77.2439279,28.5837753,2.600,4.1
"Caara Cafe","Cafe, European","New Delhi",77.2225973,28.6274922,7.800,3.3
"Cafe Coffee Day - The Lounge",Cafe,"New Delhi",77.22028926,28.62642941,9.750,3.3
"Cafe Coffee Day",Cafe,"New Delhi",77.2198128,28.6290186,5.850,3.1
"Costa Coffee",Cafe,"New Delhi",77.21958833,28.629035,7.800,3.4
"Gulnar - Hotel Janpath","North Indian, Chinese","New Delhi",77.21879444,28.62175556,26.000,3.2
"Kalpana Restaurant","North Indian, Chinese, Mughlai","New Delhi",77.220734,28.6285904,6.500,3.2
Meenas,"North Indian, Chinese","New Delhi",77.2165193,28.6219039,7.150,2.9
"Pizza Hut","Italian, Pizza, Fast Food","New Delhi",77.2195131,28.62751063,13.000,3.4
"Prince Chaat Corner","Street Food","New Delhi",77.2185552,28.628809,1.950,3.2
"Rajeev Restaurant","North Indian","New Delhi",77.2166027,28.621945,2.600,3
RSVP,"Finger Food","New Delhi",77.2170731,28.6212756,39.000,2.7
Samridhi,"Kerala, South Indian","New Delhi",77.2167587,28.623172,4.550,3.2
"Shan E Dilli","North Indian","New Delhi",77.2209805,28.62913,5.200,3
"Svasti Cafe","North Indian, Fast Food, Bihari","New Delhi",0,0,10.400,3.1
"The Zest","North Indian, Continental","New Delhi",77.21957177,28.62727844,14.300,3.2
"Masala Library","Modern Indian","New Delhi",77.2186451,28.6182446,65.000,4.9
"Bhogal Chole Bhature Wala","Street Food","New Delhi",77.22037341,28.62921603,1.950,3.8
"Bunta Bar","Modern Indian, North Indian","New Delhi",77.2198128,28.6283018,15.600,3.9
"Cafe Coffee Day The Square",Cafe,"New Delhi",77.2194865,28.626685,9.100,3.7
"Cottage Caf刺 by Smoothie factory","Cafe, Desserts, Healthy Food, Juices","New Delhi",77.21970689,28.62590527,8.450,3.7
Depaul's,"Fast Food","New Delhi",77.2186451,28.6289072,2.600,3.7
"Fresc Co","Italian, Mediterranean","New Delhi",77.2197229,28.6282932,24.700,3.8
Informal,"North Indian, Spanish, Mediterranean","New Delhi",77.220458,28.627044,15.600,3.9
"Lutyens Cocktail House","North Indian, Lebanese, European, Mexican","New Delhi",77.2194535,28.6183217,27.300,3.9
McDonald's,"Fast Food, Burger","New Delhi",77.21920632,28.62662923,6.500,3.8
"Office Office","North Indian, Continental","New Delhi",77.2196331,28.6269407,15.600,3.9
"Pappu Chat Bhandar","Street Food","New Delhi",77.2225973,28.6276714,1.950,3.5
"The Beer Cafe","Finger Food, North Indian","New Delhi",77.21962843,28.62913863,16.250,3.6
"The Masala Trail","North Indian, South Indian, Street Food","New Delhi",77.219697,28.62711,10.400,3.9
"Chill House Kafe",Cafe,"New Delhi",77.2186451,28.627832,3.250,0
Connoisseur,Bakery,"New Delhi",77.20999705,28.62569483,5.200,0
"Mahesh Chaat Corner","Chinese, Fast Food, Pizza","New Delhi",0,0,3.250,0
"Pind Balluchi","North Indian, Mughlai","New Delhi",77.2197229,28.6291892,13.000,0
"Queen's Way","North Indian, Mughlai","New Delhi",77.2181061,28.6284974,6.500,0
"Sea Lord","North Indian, South Indian","New Delhi",77.2164893,28.6219815,3.250,0
"52 Janpath","American, Italian, North Indian, European, Thai","New Delhi",77.2196331,28.6271199,20.150,4.2
"Cafe Southall","North Indian, Italian, Continental, Asian","New Delhi",77.2205314,28.6272055,17.550,4.2
"Saravana Bhavan","South Indian","New Delhi",77.2195882,28.6270708,6.500,4.2
"Tourist Janpath","North Indian, American, Chinese","New Delhi",77.2196051,28.6291434,26.000,4.1
"Cafe Coffee Day",Cafe,"New Delhi",77.2865357,28.5377179,5.850,3.1
"Cafe Punjabi","North Indian","New Delhi",77.2872342,28.5373236,3.900,3.3
"Chai Garam","Beverages, Fast Food","New Delhi",77.2866593,28.5377077,3.900,2.9
"Chai Shots","Beverages, Fast Food","New Delhi",77.2862858,28.5398301,2.600,3
"Chao Cart",Chinese,"New Delhi",77.2877168,28.53938,5.200,3.1
"Deli Belly","North Indian, Italian, Continental","New Delhi",77.2884959,28.5398033,13.000,2.6
Ego,"Continental, Italian","New Delhi",77.2865123,28.5391313,10.400,3.3
"Fresh n Refresh","Fast Food","New Delhi",77.2970413,28.5413666,6.500,2.8
"Jack Po!tato's","Fast Food","New Delhi",77.2875272,28.5372187,1.950,3.3
"Moti Mahal Delux","North Indian, Mughlai","New Delhi",77.2875567,28.5373632,12.350,2.8
"Pizza Hut Delivery","Italian, Pizza, Fast Food","New Delhi",77.2866858,28.5377272,10.400,2.5
Riviera,"Continental, North Indian, Chinese, Mughlai, Asian","New Delhi",77.2935319,28.5404503,13.000,3.2
Subway,"American, Fast Food, Salad, Healthy Food","New Delhi",77.2866755,28.5376733,6.500,2.8
Tamura,Japanese,"New Delhi",77.2874628,28.5374717,19.500,3.3
"ANF Kitchen Express","North Indian, Fast Food","New Delhi",77.2894195,28.5386022,5.850,3.5
"Mumu Dahlin","Continental, North Indian, Chinese, Cafe","New Delhi",77.294558,28.5398007,13.000,3.8
"Startup Cafe",Cafe,"New Delhi",77.2895211,28.5382002,6.500,3.7
"Starvin' Marvin","Italian, Mexican, Lebanese, Continental","New Delhi",77.2978344,28.5436226,7.800,3.8
"Wok On Wheels",Chinese,"New Delhi",77.2900843,28.5398573,7.150,3.8
"Chai Mantra","Fast Food, Beverages","New Delhi",77.2899644,28.5382385,2.600,0
"Sagar Ratna","South Indian, North Indian, Chinese","New Delhi",77.2882379,28.5398069,7.800,2.4
"Paatra - Jaypee Siddharth","North Indian","New Delhi",77.1758533,28.6427453,45.500,3.4
"Eggspectation - Jaypee Siddharth","European, Continental, North Indian","New Delhi",77.1758886,28.642764,39.000,3.5
"Ano Tai - Jaypee Vasant Continental",Chinese,"New Delhi",77.16443762,28.55650347,32.500,3.4
