ym,region,state,category,gender,total_order,canceled_order,canceled_ratio
2021-03,Northeast,ME,"Mobiles & Tablets",M,15,13,86.6667
2021-03,Northeast,ME,Others,F,38,28,73.6842
2021-03,Northeast,ME,Others,M,11,8,72.7273
2021-03,Northeast,ME,Superstore,F,1,0,0.0000
2021-03,Northeast,ME,Superstore,M,3,1,33.3333
2021-03,Northeast,ME,"Women's Fashion",F,3,0,0.0000
2021-03,Northeast,ME,"Women's Fashion",M,4,1,25.0000
2021-03,Northeast,NH,Appliances,F,3,0,0.0000
2021-03,Northeast,NH,Appliances,M,12,2,16.6667
2021-03,Northeast,NH,"Beauty & Grooming",F,2,0,0.0000
2021-03,Northeast,NH,"Beauty & Grooming",M,2,0,0.0000
2021-03,Northeast,NH,Books,F,2,0,0.0000
2021-03,Northeast,NH,Computing,M,2,0,0.0000
2021-03,Northeast,NH,Entertainment,F,5,0,0.0000
2021-03,Northeast,NH,Entertainment,M,21,9,42.8571
2021-03,Northeast,NH,"Health & Sports",M,1,0,0.0000
2021-03,Northeast,NH,"Home & Living",F,2,0,0.0000
2021-03,Northeast,NH,"Home & Living",M,3,0,0.0000
2021-03,Northeast,NH,"Kids & Baby",F,1,1,100.0000
2021-03,Northeast,NH,"Men's Fashion",F,4,3,75.0000
2021-03,Northeast,NH,"Men's Fashion",M,3,0,0.0000
2021-03,Northeast,NH,"Mobiles & Tablets",F,4,0,0.0000
2021-03,Northeast,NH,"Mobiles & Tablets",M,18,10,55.5556
2021-03,Northeast,NH,Others,F,19,10,52.6316
2021-03,Northeast,NH,Others,M,11,5,45.4545
2021-03,Northeast,NH,Soghaat,M,1,0,0.0000
2021-03,Northeast,NH,Superstore,M,3,0,0.0000
2021-03,Northeast,NH,"Women's Fashion",F,2,2,100.0000
2021-03,Northeast,NH,"Women's Fashion",M,2,0,0.0000
2021-03,Northeast,NJ,Appliances,F,23,7,30.4348
2021-03,Northeast,NJ,Appliances,M,14,8,57.1429
2021-03,Northeast,NJ,"Beauty & Grooming",F,1,1,100.0000
2021-03,Northeast,NJ,"Beauty & Grooming",M,4,2,50.0000
2021-03,Northeast,NJ,Computing,F,1,0,0.0000
2021-03,Northeast,NJ,Computing,M,3,2,66.6667
2021-03,Northeast,NJ,Entertainment,F,31,8,25.8065
2021-03,Northeast,NJ,Entertainment,M,7,4,57.1429
2021-03,Northeast,NJ,"Health & Sports",M,1,1,100.0000
2021-03,Northeast,NJ,"Home & Living",F,3,0,0.0000
2021-03,Northeast,NJ,"Home & Living",M,4,1,25.0000
2021-03,Northeast,NJ,"Kids & Baby",F,4,0,0.0000
2021-03,Northeast,NJ,"Kids & Baby",M,7,4,57.1429
2021-03,Northeast,NJ,"Men's Fashion",F,13,0,0.0000
2021-03,Northeast,NJ,"Men's Fashion",M,16,8,50.0000
2021-03,Northeast,NJ,"Mobiles & Tablets",F,30,10,33.3333
2021-03,Northeast,NJ,"Mobiles & Tablets",M,33,14,42.4242
2021-03,Northeast,NJ,Others,F,21,14,66.6667
2021-03,Northeast,NJ,Others,M,17,13,76.4706
2021-03,Northeast,NJ,"School & Education",F,1,0,0.0000
2021-03,Northeast,NJ,Soghaat,F,1,0,0.0000
2021-03,Northeast,NJ,Soghaat,M,8,8,100.0000
2021-03,Northeast,NJ,Superstore,F,3,0,0.0000
2021-03,Northeast,NJ,Superstore,M,5,2,40.0000
2021-03,Northeast,NJ,"Women's Fashion",F,7,3,42.8571
2021-03,Northeast,NJ,"Women's Fashion",M,7,4,57.1429
2021-03,Northeast,NY,Appliances,F,43,19,44.1860
2021-03,Northeast,NY,Appliances,M,54,18,33.3333
2021-03,Northeast,NY,"Beauty & Grooming",F,11,3,27.2727
2021-03,Northeast,NY,"Beauty & Grooming",M,18,5,27.7778
2021-03,Northeast,NY,Computing,F,3,1,33.3333
2021-03,Northeast,NY,Computing,M,10,4,40.0000
2021-03,Northeast,NY,Entertainment,F,42,20,47.6190
2021-03,Northeast,NY,Entertainment,M,60,25,41.6667
2021-03,Northeast,NY,"Health & Sports",F,3,1,33.3333
2021-03,Northeast,NY,"Health & Sports",M,3,0,0.0000
2021-03,Northeast,NY,"Home & Living",F,5,1,20.0000
2021-03,Northeast,NY,"Home & Living",M,13,7,53.8462
2021-03,Northeast,NY,"Kids & Baby",F,8,2,25.0000
2021-03,Northeast,NY,"Kids & Baby",M,2,0,0.0000
2021-03,Northeast,NY,"Men's Fashion",F,38,6,15.7895
2021-03,Northeast,NY,"Men's Fashion",M,41,3,7.3171
2021-03,Northeast,NY,"Mobiles & Tablets",F,111,42,37.8378
2021-03,Northeast,NY,"Mobiles & Tablets",M,69,32,46.3768
2021-03,Northeast,NY,Others,F,93,62,66.6667
2021-03,Northeast,NY,Others,M,66,48,72.7273
2021-03,Northeast,NY,Soghaat,F,1,0,0.0000
2021-03,Northeast,NY,Soghaat,M,4,1,25.0000
2021-03,Northeast,NY,Superstore,F,9,2,22.2222
2021-03,Northeast,NY,Superstore,M,18,6,33.3333
2021-03,Northeast,NY,"Women's Fashion",F,28,11,39.2857
2021-03,Northeast,NY,"Women's Fashion",M,20,8,40.0000
2021-03,Northeast,PA,Appliances,F,65,24,36.9231
2021-03,Northeast,PA,Appliances,M,65,32,49.2308
2021-03,Northeast,PA,"Beauty & Grooming",F,20,8,40.0000
2021-03,Northeast,PA,"Beauty & Grooming",M,15,3,20.0000
2021-03,Northeast,PA,Books,F,2,1,50.0000
2021-03,Northeast,PA,Computing,F,13,7,53.8462
2021-03,Northeast,PA,Computing,M,10,0,0.0000
2021-03,Northeast,PA,Entertainment,F,34,11,32.3529
2021-03,Northeast,PA,Entertainment,M,55,34,61.8182
2021-03,Northeast,PA,"Health & Sports",F,6,2,33.3333
2021-03,Northeast,PA,"Health & Sports",M,11,3,27.2727
2021-03,Northeast,PA,"Home & Living",F,13,3,23.0769
2021-03,Northeast,PA,"Home & Living",M,9,5,55.5556
2021-03,Northeast,PA,"Kids & Baby",F,8,2,25.0000
2021-03,Northeast,PA,"Kids & Baby",M,12,7,58.3333
2021-03,Northeast,PA,"Men's Fashion",F,34,6,17.6471
2021-03,Northeast,PA,"Men's Fashion",M,46,15,32.6087
2021-03,Northeast,PA,"Mobiles & Tablets",F,126,71,56.3492
2021-03,Northeast,PA,"Mobiles & Tablets",M,123,54,43.9024
2021-03,Northeast,PA,Others,F,117,74,63.2479
2021-03,Northeast,PA,Others,M,61,31,50.8197
2021-03,Northeast,PA,"School & Education",F,1,0,0.0000
2021-03,Northeast,PA,"School & Education",M,2,1,50.0000
2021-03,Northeast,PA,Soghaat,F,6,2,33.3333
2021-03,Northeast,PA,Soghaat,M,5,2,40.0000
2021-03,Northeast,PA,Superstore,F,3,2,66.6667
2021-03,Northeast,PA,Superstore,M,5,0,0.0000
2021-03,Northeast,PA,"Women's Fashion",F,26,14,53.8462
2021-03,Northeast,PA,"Women's Fashion",M,16,6,37.5000
2021-03,Northeast,RI,Appliances,F,3,2,66.6667
2021-03,Northeast,RI,Appliances,M,1,0,0.0000
2021-03,Northeast,RI,"Beauty & Grooming",F,1,0,0.0000
2021-03,Northeast,RI,Computing,M,2,0,0.0000
2021-03,Northeast,RI,Entertainment,M,15,4,26.6667
2021-03,Northeast,RI,"Health & Sports",F,2,1,50.0000
2021-03,Northeast,RI,"Home & Living",F,1,0,0.0000
2021-03,Northeast,RI,"Men's Fashion",F,4,2,50.0000
2021-03,Northeast,RI,"Men's Fashion",M,2,0,0.0000
2021-03,Northeast,RI,"Mobiles & Tablets",M,7,2,28.5714
2021-03,Northeast,RI,Others,F,4,3,75.0000
2021-03,Northeast,RI,Others,M,4,1,25.0000
2021-03,Northeast,RI,Superstore,F,2,0,0.0000
2021-03,Northeast,RI,"Women's Fashion",F,13,5,38.4615
2021-03,Northeast,RI,"Women's Fashion",M,1,0,0.0000
2021-03,Northeast,VT,Appliances,F,7,2,28.5714
2021-03,Northeast,VT,Appliances,M,10,1,10.0000
2021-03,Northeast,VT,"Beauty & Grooming",F,4,0,0.0000
2021-03,Northeast,VT,"Beauty & Grooming",M,1,0,0.0000
2021-03,Northeast,VT,Computing,F,1,0,0.0000
2021-03,Northeast,VT,Computing,M,4,3,75.0000
2021-03,Northeast,VT,Entertainment,F,4,3,75.0000
2021-03,Northeast,VT,Entertainment,M,2,0,0.0000
2021-03,Northeast,VT,"Health & Sports",F,1,0,0.0000
2021-03,Northeast,VT,"Health & Sports",M,4,3,75.0000
2021-03,Northeast,VT,"Home & Living",F,5,1,20.0000
2021-03,Northeast,VT,"Home & Living",M,4,1,25.0000
2021-03,Northeast,VT,"Kids & Baby",M,5,5,100.0000
2021-03,Northeast,VT,"Men's Fashion",F,3,0,0.0000
2021-03,Northeast,VT,"Men's Fashion",M,5,2,40.0000
2021-03,Northeast,VT,"Mobiles & Tablets",F,86,73,84.8837
2021-03,Northeast,VT,"Mobiles & Tablets",M,21,7,33.3333
2021-03,Northeast,VT,Others,F,5,3,60.0000
2021-03,Northeast,VT,Others,M,5,4,80.0000
2021-03,Northeast,VT,"School & Education",F,2,0,0.0000
2021-03,Northeast,VT,Soghaat,F,1,0,0.0000
2021-03,Northeast,VT,Superstore,F,6,4,66.6667
2021-03,Northeast,VT,Superstore,M,2,2,100.0000
2021-03,Northeast,VT,"Women's Fashion",F,3,1,33.3333
2021-03,Northeast,VT,"Women's Fashion",M,4,3,75.0000
2021-03,South,AL,Appliances,F,13,4,30.7692
2021-03,South,AL,Appliances,M,11,3,27.2727
2021-03,South,AL,"Beauty & Grooming",F,9,4,44.4444
2021-03,South,AL,"Beauty & Grooming",M,4,0,0.0000
2021-03,South,AL,Books,F,3,0,0.0000
2021-03,South,AL,Books,M,1,1,100.0000
2021-03,South,AL,Computing,F,2,1,50.0000
2021-03,South,AL,Computing,M,2,0,0.0000
2021-03,South,AL,Entertainment,F,20,7,35.0000
2021-03,South,AL,Entertainment,M,6,1,16.6667
2021-03,South,AL,"Health & Sports",F,2,0,0.0000
2021-03,South,AL,"Home & Living",M,8,3,37.5000
2021-03,South,AL,"Kids & Baby",F,1,0,0.0000
2021-03,South,AL,"Men's Fashion",F,16,2,12.5000
2021-03,South,AL,"Men's Fashion",M,28,8,28.5714
2021-03,South,AL,"Mobiles & Tablets",F,41,21,51.2195
2021-03,South,AL,"Mobiles & Tablets",M,38,18,47.3684
2021-03,South,AL,Others,F,49,31,63.2653
2021-03,South,AL,Others,M,28,14,50.0000
2021-03,South,AL,Soghaat,F,2,2,100.0000
2021-03,South,AL,Superstore,F,7,0,0.0000
2021-03,South,AL,Superstore,M,5,2,40.0000
2021-03,South,AL,"Women's Fashion",F,3,0,0.0000
2021-03,South,AL,"Women's Fashion",M,8,2,25.0000
2021-03,South,AR,Appliances,F,14,7,50.0000
2021-03,South,AR,Appliances,M,11,5,45.4545
2021-03,South,AR,"Beauty & Grooming",F,3,2,66.6667
2021-03,South,AR,"Beauty & Grooming",M,4,0,0.0000
2021-03,South,AR,Computing,F,4,2,50.0000
2021-03,South,AR,Computing,M,3,1,33.3333
2021-03,South,AR,Entertainment,F,11,8,72.7273
2021-03,South,AR,Entertainment,M,13,6,46.1538
2021-03,South,AR,"Health & Sports",F,4,2,50.0000
2021-03,South,AR,"Health & Sports",M,3,2,66.6667
2021-03,South,AR,"Home & Living",F,3,0,0.0000
2021-03,South,AR,"Home & Living",M,9,3,33.3333
2021-03,South,AR,"Kids & Baby",F,3,0,0.0000
2021-03,South,AR,"Kids & Baby",M,4,1,25.0000
2021-03,South,AR,"Men's Fashion",F,19,6,31.5789
2021-03,South,AR,"Men's Fashion",M,13,4,30.7692
2021-03,South,AR,"Mobiles & Tablets",F,74,43,58.1081
2021-03,South,AR,"Mobiles & Tablets",M,104,53,50.9615
2021-03,South,AR,Others,F,28,13,46.4286
2021-03,South,AR,Others,M,29,19,65.5172
2021-03,South,AR,"School & Education",M,2,1,50.0000
2021-03,South,AR,Soghaat,M,1,0,0.0000
2021-03,South,AR,Superstore,F,4,1,25.0000
2021-03,South,AR,"Women's Fashion",F,6,0,0.0000
2021-03,South,AR,"Women's Fashion",M,9,4,44.4444
2021-03,South,DC,Appliances,M,5,0,0.0000
2021-03,South,DC,"Beauty & Grooming",F,1,0,0.0000
2021-03,South,DC,"Beauty & Grooming",M,2,0,0.0000
2021-03,South,DC,Computing,F,10,3,30.0000
2021-03,South,DC,Computing,M,5,1,20.0000
2021-03,South,DC,Entertainment,F,12,1,8.3333
2021-03,South,DC,Entertainment,M,8,2,25.0000
2021-03,South,DC,"Health & Sports",F,2,1,50.0000
2021-03,South,DC,"Health & Sports",M,2,2,100.0000
2021-03,South,DC,"Home & Living",F,1,1,100.0000
2021-03,South,DC,"Kids & Baby",M,2,1,50.0000
2021-03,South,DC,"Men's Fashion",F,5,0,0.0000
2021-03,South,DC,"Men's Fashion",M,4,0,0.0000
2021-03,South,DC,"Mobiles & Tablets",F,6,3,50.0000
2021-03,South,DC,"Mobiles & Tablets",M,2,1,50.0000
2021-03,South,DC,Others,F,9,5,55.5556
2021-03,South,DC,Others,M,4,2,50.0000
2021-03,South,DC,"Women's Fashion",F,2,1,50.0000
2021-03,South,DC,"Women's Fashion",M,6,1,16.6667
2021-03,South,DE,Appliances,F,6,1,16.6667
2021-03,South,DE,"Beauty & Grooming",F,1,0,0.0000
2021-03,South,DE,Entertainment,F,5,3,60.0000
2021-03,South,DE,Entertainment,M,2,1,50.0000
2021-03,South,DE,"Home & Living",F,1,0,0.0000
2021-03,South,DE,"Kids & Baby",F,7,3,42.8571
2021-03,South,DE,"Men's Fashion",F,5,0,0.0000
2021-03,South,DE,"Mobiles & Tablets",F,22,3,13.6364
2021-03,South,DE,"Mobiles & Tablets",M,3,2,66.6667
2021-03,South,DE,Others,F,7,3,42.8571
2021-03,South,DE,Superstore,F,1,0,0.0000
2021-03,South,DE,"Women's Fashion",F,3,0,0.0000
2021-03,South,FL,Appliances,F,100,39,39.0000
2021-03,South,FL,Appliances,M,32,15,46.8750
2021-03,South,FL,"Beauty & Grooming",F,10,4,40.0000
2021-03,South,FL,"Beauty & Grooming",M,10,1,10.0000
2021-03,South,FL,Books,M,3,1,33.3333
2021-03,South,FL,Computing,F,10,3,30.0000
2021-03,South,FL,Computing,M,19,7,36.8421
2021-03,South,FL,Entertainment,F,53,18,33.9623
2021-03,South,FL,Entertainment,M,42,26,61.9048
2021-03,South,FL,"Health & Sports",F,3,0,0.0000
2021-03,South,FL,"Health & Sports",M,5,0,0.0000
2021-03,South,FL,"Home & Living",F,9,1,11.1111
2021-03,South,FL,"Home & Living",M,3,1,33.3333
2021-03,South,FL,"Kids & Baby",F,10,6,60.0000
2021-03,South,FL,"Kids & Baby",M,2,0,0.0000
2021-03,South,FL,"Men's Fashion",F,47,8,17.0213
2021-03,South,FL,"Men's Fashion",M,41,11,26.8293
2021-03,South,FL,"Mobiles & Tablets",F,96,51,53.1250
2021-03,South,FL,"Mobiles & Tablets",M,67,30,44.7761
2021-03,South,FL,Others,F,44,28,63.6364
2021-03,South,FL,Others,M,60,34,56.6667
2021-03,South,FL,"School & Education",F,3,1,33.3333
2021-03,South,FL,"School & Education",M,3,0,0.0000
2021-03,South,FL,Soghaat,F,1,0,0.0000
2021-03,South,FL,Soghaat,M,3,1,33.3333
2021-03,South,FL,Superstore,F,4,1,25.0000
2021-03,South,FL,Superstore,M,5,2,40.0000
2021-03,South,FL,"Women's Fashion",F,8,3,37.5000
2021-03,South,FL,"Women's Fashion",M,21,10,47.6190
2021-03,South,GA,Appliances,F,15,7,46.6667
2021-03,South,GA,Appliances,M,21,12,57.1429
2021-03,South,GA,"Beauty & Grooming",F,4,1,25.0000
2021-03,South,GA,"Beauty & Grooming",M,5,3,60.0000
2021-03,South,GA,Computing,F,3,1,33.3333
2021-03,South,GA,Computing,M,10,7,70.0000
2021-03,South,GA,Entertainment,F,22,12,54.5455
2021-03,South,GA,Entertainment,M,16,10,62.5000
2021-03,South,GA,"Health & Sports",F,1,1,100.0000
2021-03,South,GA,"Health & Sports",M,2,1,50.0000
2021-03,South,GA,"Home & Living",F,9,3,33.3333
2021-03,South,GA,"Home & Living",M,4,3,75.0000
2021-03,South,GA,"Kids & Baby",F,6,1,16.6667
2021-03,South,GA,"Kids & Baby",M,8,3,37.5000
2021-03,South,GA,"Men's Fashion",F,25,3,12.0000
2021-03,South,GA,"Men's Fashion",M,28,8,28.5714
2021-03,South,GA,"Mobiles & Tablets",F,46,13,28.2609
2021-03,South,GA,"Mobiles & Tablets",M,62,21,33.8710
2021-03,South,GA,Others,F,35,15,42.8571
2021-03,South,GA,Others,M,34,18,52.9412
2021-03,South,GA,Soghaat,F,3,2,66.6667
2021-03,South,GA,Soghaat,M,1,0,0.0000
2021-03,South,GA,Superstore,F,4,2,50.0000
2021-03,South,GA,Superstore,M,4,4,100.0000
2021-03,South,GA,"Women's Fashion",F,10,5,50.0000
2021-03,South,GA,"Women's Fashion",M,7,1,14.2857
2021-03,South,KY,Appliances,F,24,12,50.0000
2021-03,South,KY,Appliances,M,33,24,72.7273
2021-03,South,KY,"Beauty & Grooming",F,8,1,12.5000
2021-03,South,KY,"Beauty & Grooming",M,6,3,50.0000
2021-03,South,KY,Books,M,1,0,0.0000
2021-03,South,KY,Computing,F,1,1,100.0000
2021-03,South,KY,Computing,M,2,1,50.0000
2021-03,South,KY,Entertainment,F,15,6,40.0000
2021-03,South,KY,Entertainment,M,41,14,34.1463
2021-03,South,KY,"Health & Sports",F,8,3,37.5000
2021-03,South,KY,"Health & Sports",M,2,0,0.0000
2021-03,South,KY,"Home & Living",F,5,2,40.0000
2021-03,South,KY,"Home & Living",M,10,2,20.0000
2021-03,South,KY,"Kids & Baby",F,3,0,0.0000
2021-03,South,KY,"Kids & Baby",M,5,0,0.0000
2021-03,South,KY,"Men's Fashion",F,22,5,22.7273
2021-03,South,KY,"Men's Fashion",M,25,6,24.0000
2021-03,South,KY,"Mobiles & Tablets",F,55,21,38.1818
2021-03,South,KY,"Mobiles & Tablets",M,72,25,34.7222
2021-03,South,KY,Others,F,36,28,77.7778
2021-03,South,KY,Others,M,33,23,69.6970
2021-03,South,KY,Soghaat,F,4,2,50.0000
2021-03,South,KY,Soghaat,M,1,0,0.0000
2021-03,South,KY,Superstore,F,7,1,14.2857
2021-03,South,KY,Superstore,M,3,0,0.0000
2021-03,South,KY,"Women's Fashion",F,10,2,20.0000
2021-03,South,KY,"Women's Fashion",M,15,10,66.6667
2021-03,South,LA,Appliances,F,11,5,45.4545
2021-03,South,LA,Appliances,M,18,4,22.2222
2021-03,South,LA,"Beauty & Grooming",F,12,4,33.3333
2021-03,South,LA,"Beauty & Grooming",M,4,3,75.0000
2021-03,South,LA,Books,M,1,0,0.0000
2021-03,South,LA,Computing,F,3,1,33.3333
2021-03,South,LA,Computing,M,5,4,80.0000
2021-03,South,LA,Entertainment,F,17,8,47.0588
2021-03,South,LA,Entertainment,M,11,3,27.2727
2021-03,South,LA,"Health & Sports",F,1,0,0.0000
2021-03,South,LA,"Health & Sports",M,4,2,50.0000
2021-03,South,LA,"Home & Living",F,9,1,11.1111
2021-03,South,LA,"Home & Living",M,9,5,55.5556
2021-03,South,LA,"Kids & Baby",F,6,0,0.0000
2021-03,South,LA,"Men's Fashion",F,13,1,7.6923
2021-03,South,LA,"Men's Fashion",M,9,5,55.5556
2021-03,South,LA,"Mobiles & Tablets",F,39,18,46.1538
2021-03,South,LA,"Mobiles & Tablets",M,59,33,55.9322
2021-03,South,LA,Others,F,32,15,46.8750
2021-03,South,LA,Others,M,26,16,61.5385
2021-03,South,LA,"School & Education",F,1,0,0.0000
2021-03,South,LA,Soghaat,M,5,3,60.0000
2021-03,South,LA,Superstore,F,7,1,14.2857
2021-03,South,LA,Superstore,M,7,4,57.1429
2021-03,South,LA,"Women's Fashion",F,7,2,28.5714
2021-03,South,LA,"Women's Fashion",M,5,2,40.0000
2021-03,South,MD,Appliances,F,20,9,45.0000
2021-03,South,MD,Appliances,M,14,3,21.4286
2021-03,South,MD,"Beauty & Grooming",F,5,1,20.0000
2021-03,South,MD,"Beauty & Grooming",M,1,0,0.0000
2021-03,South,MD,Books,F,1,0,0.0000
2021-03,South,MD,Entertainment,F,13,5,38.4615
2021-03,South,MD,Entertainment,M,33,18,54.5455
2021-03,South,MD,"Health & Sports",F,2,0,0.0000
2021-03,South,MD,"Health & Sports",M,2,0,0.0000
2021-03,South,MD,"Home & Living",F,6,1,16.6667
2021-03,South,MD,"Home & Living",M,5,0,0.0000
2021-03,South,MD,"Kids & Baby",F,1,0,0.0000
2021-03,South,MD,"Kids & Baby",M,7,4,57.1429
2021-03,South,MD,"Men's Fashion",F,20,4,20.0000
2021-03,South,MD,"Men's Fashion",M,9,3,33.3333
2021-03,South,MD,"Mobiles & Tablets",F,24,13,54.1667
2021-03,South,MD,"Mobiles & Tablets",M,18,14,77.7778
2021-03,South,MD,Others,F,18,11,61.1111
2021-03,South,MD,Others,M,16,12,75.0000
2021-03,South,MD,Soghaat,F,1,0,0.0000
2021-03,South,MD,Superstore,F,1,0,0.0000
2021-03,South,MD,Superstore,M,2,0,0.0000
2021-03,South,MD,"Women's Fashion",F,3,2,66.6667
2021-03,South,MD,"Women's Fashion",M,11,4,36.3636
2021-03,South,MS,Appliances,F,16,12,75.0000
2021-03,South,MS,Appliances,M,31,12,38.7097
2021-03,South,MS,"Beauty & Grooming",F,1,1,100.0000
2021-03,South,MS,"Beauty & Grooming",M,4,0,0.0000
2021-03,South,MS,Computing,F,3,2,66.6667
2021-03,South,MS,Computing,M,1,0,0.0000
2021-03,South,MS,Entertainment,F,11,8,72.7273
2021-03,South,MS,Entertainment,M,16,12,75.0000
2021-03,South,MS,"Health & Sports",M,3,1,33.3333
2021-03,South,MS,"Home & Living",F,4,4,100.0000
2021-03,South,MS,"Home & Living",M,1,0,0.0000
2021-03,South,MS,"Kids & Baby",F,6,5,83.3333
2021-03,South,MS,"Men's Fashion",F,11,4,36.3636
2021-03,South,MS,"Men's Fashion",M,12,3,25.0000
2021-03,South,MS,"Mobiles & Tablets",F,40,17,42.5000
2021-03,South,MS,"Mobiles & Tablets",M,21,17,80.9524
2021-03,South,MS,Others,F,34,15,44.1176
2021-03,South,MS,Others,M,9,6,66.6667
2021-03,South,MS,"School & Education",F,1,1,100.0000
2021-03,South,MS,"School & Education",M,1,0,0.0000
2021-03,South,MS,Soghaat,F,6,5,83.3333
2021-03,South,MS,Superstore,F,4,2,50.0000
2021-03,South,MS,"Women's Fashion",F,10,7,70.0000
2021-03,South,MS,"Women's Fashion",M,1,0,0.0000
2021-03,South,NC,Appliances,F,71,45,63.3803
2021-03,South,NC,Appliances,M,34,13,38.2353
2021-03,South,NC,"Beauty & Grooming",F,3,0,0.0000
2021-03,South,NC,"Beauty & Grooming",M,10,3,30.0000
2021-03,South,NC,Books,F,2,0,0.0000
2021-03,South,NC,Computing,F,9,5,55.5556
2021-03,South,NC,Computing,M,8,6,75.0000
2021-03,South,NC,Entertainment,F,13,7,53.8462
2021-03,South,NC,Entertainment,M,20,7,35.0000
2021-03,South,NC,"Health & Sports",F,10,5,50.0000
2021-03,South,NC,"Health & Sports",M,5,1,20.0000
2021-03,South,NC,"Home & Living",F,3,1,33.3333
2021-03,South,NC,"Home & Living",M,5,2,40.0000
2021-03,South,NC,"Kids & Baby",F,1,0,0.0000
2021-03,South,NC,"Kids & Baby",M,1,0,0.0000
2021-03,South,NC,"Men's Fashion",F,25,4,16.0000
2021-03,South,NC,"Men's Fashion",M,23,3,13.0435
2021-03,South,NC,"Mobiles & Tablets",F,59,26,44.0678
2021-03,South,NC,"Mobiles & Tablets",M,91,33,36.2637
2021-03,South,NC,Others,F,76,61,80.2632
2021-03,South,NC,Others,M,44,31,70.4545
2021-03,South,NC,Soghaat,M,3,1,33.3333
2021-03,South,NC,Superstore,F,4,2,50.0000
2021-03,South,NC,Superstore,M,5,2,40.0000
2021-03,South,NC,"Women's Fashion",F,10,4,40.0000
2021-03,South,NC,"Women's Fashion",M,9,2,22.2222
2021-03,South,OK,Appliances,F,8,5,62.5000
2021-03,South,OK,Appliances,M,29,12,41.3793
2021-03,South,OK,"Beauty & Grooming",F,10,1,10.0000
2021-03,South,OK,"Beauty & Grooming",M,4,1,25.0000
2021-03,South,OK,Books,F,1,0,0.0000
2021-03,South,OK,Books,M,1,0,0.0000
2021-03,South,OK,Computing,F,6,5,83.3333
2021-03,South,OK,Computing,M,1,1,100.0000
2021-03,South,OK,Entertainment,F,8,4,50.0000
2021-03,South,OK,Entertainment,M,27,19,70.3704
2021-03,South,OK,"Health & Sports",F,3,1,33.3333
2021-03,South,OK,"Health & Sports",M,3,0,0.0000
2021-03,South,OK,"Home & Living",F,4,1,25.0000
2021-03,South,OK,"Home & Living",M,3,1,33.3333
2021-03,South,OK,"Kids & Baby",F,1,0,0.0000
2021-03,South,OK,"Kids & Baby",M,1,1,100.0000
2021-03,South,OK,"Men's Fashion",F,24,3,12.5000
2021-03,South,OK,"Men's Fashion",M,21,10,47.6190
2021-03,South,OK,"Mobiles & Tablets",F,46,25,54.3478
2021-03,South,OK,"Mobiles & Tablets",M,19,11,57.8947
2021-03,South,OK,Others,F,31,19,61.2903
2021-03,South,OK,Others,M,26,20,76.9231
2021-03,South,OK,"School & Education",M,1,0,0.0000
2021-03,South,OK,Soghaat,F,1,1,100.0000
2021-03,South,OK,Soghaat,M,1,1,100.0000
2021-03,South,OK,Superstore,F,27,0,0.0000
2021-03,South,OK,Superstore,M,4,2,50.0000
2021-03,South,OK,"Women's Fashion",F,10,4,40.0000
2021-03,South,OK,"Women's Fashion",M,10,6,60.0000
2021-03,South,SC,Appliances,F,7,4,57.1429
2021-03,South,SC,Appliances,M,11,6,54.5455
2021-03,South,SC,"Beauty & Grooming",F,2,0,0.0000
2021-03,South,SC,"Beauty & Grooming",M,3,0,0.0000
2021-03,South,SC,Computing,F,6,3,50.0000
2021-03,South,SC,Computing,M,11,2,18.1818
2021-03,South,SC,Entertainment,F,20,6,30.0000
2021-03,South,SC,Entertainment,M,21,3,14.2857
2021-03,South,SC,"Health & Sports",F,2,1,50.0000
2021-03,South,SC,"Health & Sports",M,9,7,77.7778
2021-03,South,SC,"Home & Living",F,1,1,100.0000
2021-03,South,SC,"Home & Living",M,8,2,25.0000
2021-03,South,SC,"Kids & Baby",M,2,0,0.0000
2021-03,South,SC,"Men's Fashion",F,8,3,37.5000
2021-03,South,SC,"Men's Fashion",M,15,2,13.3333
2021-03,South,SC,"Mobiles & Tablets",F,39,21,53.8462
2021-03,South,SC,"Mobiles & Tablets",M,11,4,36.3636
2021-03,South,SC,Others,F,15,8,53.3333
2021-03,South,SC,Others,M,28,22,78.5714
2021-03,South,SC,"School & Education",M,1,0,0.0000
2021-03,South,SC,Soghaat,M,7,7,100.0000
2021-03,South,SC,Superstore,F,1,0,0.0000
2021-03,South,SC,Superstore,M,14,10,71.4286
2021-03,South,SC,"Women's Fashion",F,2,1,50.0000
2021-03,South,SC,"Women's Fashion",M,3,1,33.3333
2021-03,South,TN,Appliances,F,29,12,41.3793
2021-03,South,TN,Appliances,M,11,3,27.2727
2021-03,South,TN,"Beauty & Grooming",F,4,1,25.0000
2021-03,South,TN,"Beauty & Grooming",M,4,3,75.0000
2021-03,South,TN,Books,M,2,1,50.0000
2021-03,South,TN,Computing,F,4,2,50.0000
2021-03,South,TN,Computing,M,3,2,66.6667
2021-03,South,TN,Entertainment,F,23,8,34.7826
2021-03,South,TN,Entertainment,M,33,17,51.5152
2021-03,South,TN,"Health & Sports",F,4,1,25.0000
2021-03,South,TN,"Health & Sports",M,2,0,0.0000
2021-03,South,TN,"Home & Living",F,4,2,50.0000
2021-03,South,TN,"Home & Living",M,4,2,50.0000
