ym,region,state,gender,category,order_cnt
2021-03,Northeast,CT,M,Entertainment,5
2021-03,Northeast,CT,M,"Health & Sports",1
2021-03,Northeast,CT,M,"Men's Fashion",1
2021-03,Northeast,CT,M,"Mobiles & Tablets",4
2021-03,Northeast,CT,M,Others,11
2021-03,Northeast,CT,M,"Women's Fashion",2
2021-03,Northeast,MA,F,Appliances,12
2021-03,Northeast,MA,F,"Beauty & Grooming",5
2021-03,Northeast,MA,F,Computing,1
2021-03,Northeast,MA,F,Entertainment,9
2021-03,Northeast,MA,F,"Health & Sports",3
2021-03,Northeast,MA,F,"Kids & Baby",2
2021-03,Northeast,MA,F,"Men's Fashion",3
2021-03,Northeast,MA,F,"Mobiles & Tablets",25
2021-03,Northeast,MA,F,Others,12
2021-03,Northeast,MA,F,Soghaat,1
2021-03,Northeast,MA,F,Superstore,2
2021-03,Northeast,MA,M,Appliances,8
2021-03,Northeast,MA,M,"Beauty & Grooming",3
2021-03,Northeast,MA,M,Computing,1
2021-03,Northeast,MA,M,Entertainment,13
2021-03,Northeast,MA,M,"Home & Living",5
2021-03,Northeast,MA,M,"Kids & Baby",1
2021-03,Northeast,MA,M,"Men's Fashion",2
2021-03,Northeast,MA,M,"Mobiles & Tablets",11
2021-03,Northeast,MA,M,Others,29
2021-03,Northeast,MA,M,"Women's Fashion",4
2021-03,Northeast,ME,F,Appliances,6
2021-03,Northeast,ME,F,"Beauty & Grooming",2
2021-03,Northeast,ME,F,Entertainment,8
2021-03,Northeast,ME,F,"Mobiles & Tablets",16
2021-03,Northeast,ME,F,Others,28
2021-03,Northeast,ME,M,Appliances,3
2021-03,Northeast,ME,M,Entertainment,1
2021-03,Northeast,ME,M,"Home & Living",1
2021-03,Northeast,ME,M,"Mobiles & Tablets",13
2021-03,Northeast,ME,M,Others,8
2021-03,Northeast,ME,M,Superstore,1
2021-03,Northeast,ME,M,"Women's Fashion",1
2021-03,Northeast,NH,F,"Kids & Baby",1
2021-03,Northeast,NH,F,"Men's Fashion",3
2021-03,Northeast,NH,F,Others,10
2021-03,Northeast,NH,F,"Women's Fashion",2
2021-03,Northeast,NH,M,Appliances,2
2021-03,Northeast,NH,M,Entertainment,9
2021-03,Northeast,NH,M,"Mobiles & Tablets",10
2021-03,Northeast,NH,M,Others,5
2021-03,Northeast,NJ,F,Appliances,7
2021-03,Northeast,NJ,F,"Beauty & Grooming",1
2021-03,Northeast,NJ,F,Entertainment,8
2021-03,Northeast,NJ,F,"Mobiles & Tablets",10
2021-03,Northeast,NJ,F,Others,14
2021-03,Northeast,NJ,F,"Women's Fashion",3
2021-03,Northeast,NJ,M,Appliances,8
2021-03,Northeast,NJ,M,"Beauty & Grooming",2
2021-03,Northeast,NJ,M,Computing,2
2021-03,Northeast,NJ,M,Entertainment,4
2021-03,Northeast,NJ,M,"Health & Sports",1
2021-03,Northeast,NJ,M,"Home & Living",1
2021-03,Northeast,NJ,M,"Kids & Baby",4
2021-03,Northeast,NJ,M,"Men's Fashion",8
2021-03,Northeast,NJ,M,"Mobiles & Tablets",14
2021-03,Northeast,NJ,M,Others,13
2021-03,Northeast,NJ,M,Soghaat,8
2021-03,Northeast,NJ,M,Superstore,2
2021-03,Northeast,NJ,M,"Women's Fashion",4
2021-03,Northeast,NY,F,Appliances,19
2021-03,Northeast,NY,F,"Beauty & Grooming",3
2021-03,Northeast,NY,F,Computing,1
2021-03,Northeast,NY,F,Entertainment,20
2021-03,Northeast,NY,F,"Health & Sports",1
2021-03,Northeast,NY,F,"Home & Living",1
2021-03,Northeast,NY,F,"Kids & Baby",2
2021-03,Northeast,NY,F,"Men's Fashion",6
2021-03,Northeast,NY,F,"Mobiles & Tablets",42
2021-03,Northeast,NY,F,Others,62
2021-03,Northeast,NY,F,Superstore,2
2021-03,Northeast,NY,F,"Women's Fashion",11
2021-03,Northeast,NY,M,Appliances,18
2021-03,Northeast,NY,M,"Beauty & Grooming",5
2021-03,Northeast,NY,M,Computing,4
2021-03,Northeast,NY,M,Entertainment,25
2021-03,Northeast,NY,M,"Home & Living",7
2021-03,Northeast,NY,M,"Men's Fashion",3
2021-03,Northeast,NY,M,"Mobiles & Tablets",32
2021-03,Northeast,NY,M,Others,48
2021-03,Northeast,NY,M,Soghaat,1
2021-03,Northeast,NY,M,Superstore,6
2021-03,Northeast,NY,M,"Women's Fashion",8
2021-03,Northeast,PA,F,Appliances,24
2021-03,Northeast,PA,F,"Beauty & Grooming",8
2021-03,Northeast,PA,F,Books,1
2021-03,Northeast,PA,F,Computing,7
2021-03,Northeast,PA,F,Entertainment,11
2021-03,Northeast,PA,F,"Health & Sports",2
2021-03,Northeast,PA,F,"Home & Living",3
2021-03,Northeast,PA,F,"Kids & Baby",2
2021-03,Northeast,PA,F,"Men's Fashion",6
2021-03,Northeast,PA,F,"Mobiles & Tablets",71
2021-03,Northeast,PA,F,Others,74
2021-03,Northeast,PA,F,Soghaat,2
2021-03,Northeast,PA,F,Superstore,2
2021-03,Northeast,PA,F,"Women's Fashion",14
2021-03,Northeast,PA,M,Appliances,32
2021-03,Northeast,PA,M,"Beauty & Grooming",3
2021-03,Northeast,PA,M,Entertainment,34
2021-03,Northeast,PA,M,"Health & Sports",3
2021-03,Northeast,PA,M,"Home & Living",5
2021-03,Northeast,PA,M,"Kids & Baby",7
2021-03,Northeast,PA,M,"Men's Fashion",15
2021-03,Northeast,PA,M,"Mobiles & Tablets",54
2021-03,Northeast,PA,M,Others,31
2021-03,Northeast,PA,M,"School & Education",1
2021-03,Northeast,PA,M,Soghaat,2
2021-03,Northeast,PA,M,"Women's Fashion",6
2021-03,Northeast,RI,F,Appliances,2
2021-03,Northeast,RI,F,"Health & Sports",1
2021-03,Northeast,RI,F,"Men's Fashion",2
2021-03,Northeast,RI,F,Others,3
2021-03,Northeast,RI,F,"Women's Fashion",5
2021-03,Northeast,RI,M,Entertainment,4
2021-03,Northeast,RI,M,"Mobiles & Tablets",2
2021-03,Northeast,RI,M,Others,1
2021-03,Northeast,VT,F,Appliances,2
2021-03,Northeast,VT,F,Entertainment,3
2021-03,Northeast,VT,F,"Home & Living",1
2021-03,Northeast,VT,F,"Mobiles & Tablets",73
2021-03,Northeast,VT,F,Others,3
2021-03,Northeast,VT,F,Superstore,4
2021-03,Northeast,VT,F,"Women's Fashion",1
2021-03,Northeast,VT,M,Appliances,1
2021-03,Northeast,VT,M,Computing,3
2021-03,Northeast,VT,M,"Health & Sports",3
2021-03,Northeast,VT,M,"Home & Living",1
2021-03,Northeast,VT,M,"Kids & Baby",5
2021-03,Northeast,VT,M,"Men's Fashion",2
2021-03,Northeast,VT,M,"Mobiles & Tablets",7
2021-03,Northeast,VT,M,Others,4
2021-03,Northeast,VT,M,Superstore,2
2021-03,Northeast,VT,M,"Women's Fashion",3
2021-03,South,AL,F,Appliances,4
2021-03,South,AL,F,"Beauty & Grooming",4
2021-03,South,AL,F,Computing,1
2021-03,South,AL,F,Entertainment,7
2021-03,South,AL,F,"Men's Fashion",2
2021-03,South,AL,F,"Mobiles & Tablets",21
2021-03,South,AL,F,Others,31
2021-03,South,AL,F,Soghaat,2
2021-03,South,AL,M,Appliances,3
2021-03,South,AL,M,Books,1
2021-03,South,AL,M,Entertainment,1
2021-03,South,AL,M,"Home & Living",3
2021-03,South,AL,M,"Men's Fashion",8
2021-03,South,AL,M,"Mobiles & Tablets",18
2021-03,South,AL,M,Others,14
2021-03,South,AL,M,Superstore,2
2021-03,South,AL,M,"Women's Fashion",2
2021-03,South,AR,F,Appliances,7
2021-03,South,AR,F,"Beauty & Grooming",2
2021-03,South,AR,F,Computing,2
2021-03,South,AR,F,Entertainment,8
2021-03,South,AR,F,"Health & Sports",2
2021-03,South,AR,F,"Men's Fashion",6
2021-03,South,AR,F,"Mobiles & Tablets",43
2021-03,South,AR,F,Others,13
2021-03,South,AR,F,Superstore,1
2021-03,South,AR,M,Appliances,5
2021-03,South,AR,M,Computing,1
2021-03,South,AR,M,Entertainment,6
2021-03,South,AR,M,"Health & Sports",2
2021-03,South,AR,M,"Home & Living",3
2021-03,South,AR,M,"Kids & Baby",1
2021-03,South,AR,M,"Men's Fashion",4
2021-03,South,AR,M,"Mobiles & Tablets",53
2021-03,South,AR,M,Others,19
2021-03,South,AR,M,"School & Education",1
2021-03,South,AR,M,"Women's Fashion",4
2021-03,South,DC,F,Computing,3
2021-03,South,DC,F,Entertainment,1
2021-03,South,DC,F,"Health & Sports",1
2021-03,South,DC,F,"Home & Living",1
2021-03,South,DC,F,"Mobiles & Tablets",3
2021-03,South,DC,F,Others,5
2021-03,South,DC,F,"Women's Fashion",1
2021-03,South,DC,M,Computing,1
2021-03,South,DC,M,Entertainment,2
2021-03,South,DC,M,"Health & Sports",2
2021-03,South,DC,M,"Kids & Baby",1
2021-03,South,DC,M,"Mobiles & Tablets",1
2021-03,South,DC,M,Others,2
2021-03,South,DC,M,"Women's Fashion",1
2021-03,South,DE,F,Appliances,1
2021-03,South,DE,F,Entertainment,3
2021-03,South,DE,F,"Kids & Baby",3
2021-03,South,DE,F,"Mobiles & Tablets",3
2021-03,South,DE,F,Others,3
2021-03,South,DE,M,Entertainment,1
2021-03,South,DE,M,"Mobiles & Tablets",2
2021-03,South,FL,F,Appliances,39
2021-03,South,FL,F,"Beauty & Grooming",4
2021-03,South,FL,F,Computing,3
2021-03,South,FL,F,Entertainment,18
2021-03,South,FL,F,"Home & Living",1
2021-03,South,FL,F,"Kids & Baby",6
2021-03,South,FL,F,"Men's Fashion",8
2021-03,South,FL,F,"Mobiles & Tablets",51
2021-03,South,FL,F,Others,28
2021-03,South,FL,F,"School & Education",1
2021-03,South,FL,F,Superstore,1
2021-03,South,FL,F,"Women's Fashion",3
2021-03,South,FL,M,Appliances,15
2021-03,South,FL,M,"Beauty & Grooming",1
2021-03,South,FL,M,Books,1
2021-03,South,FL,M,Computing,7
2021-03,South,FL,M,Entertainment,26
2021-03,South,FL,M,"Home & Living",1
2021-03,South,FL,M,"Men's Fashion",11
2021-03,South,FL,M,"Mobiles & Tablets",30
2021-03,South,FL,M,Others,34
2021-03,South,FL,M,Soghaat,1
2021-03,South,FL,M,Superstore,2
2021-03,South,FL,M,"Women's Fashion",10
2021-03,South,GA,F,Appliances,7
2021-03,South,GA,F,"Beauty & Grooming",1
2021-03,South,GA,F,Computing,1
2021-03,South,GA,F,Entertainment,12
2021-03,South,GA,F,"Health & Sports",1
2021-03,South,GA,F,"Home & Living",3
2021-03,South,GA,F,"Kids & Baby",1
2021-03,South,GA,F,"Men's Fashion",3
2021-03,South,GA,F,"Mobiles & Tablets",13
2021-03,South,GA,F,Others,15
2021-03,South,GA,F,Soghaat,2
2021-03,South,GA,F,Superstore,2
2021-03,South,GA,F,"Women's Fashion",5
2021-03,South,GA,M,Appliances,12
2021-03,South,GA,M,"Beauty & Grooming",3
2021-03,South,GA,M,Computing,7
2021-03,South,GA,M,Entertainment,10
2021-03,South,GA,M,"Health & Sports",1
2021-03,South,GA,M,"Home & Living",3
2021-03,South,GA,M,"Kids & Baby",3
2021-03,South,GA,M,"Men's Fashion",8
2021-03,South,GA,M,"Mobiles & Tablets",21
2021-03,South,GA,M,Others,18
2021-03,South,GA,M,Superstore,4
2021-03,South,GA,M,"Women's Fashion",1
2021-03,South,KY,F,Appliances,12
2021-03,South,KY,F,"Beauty & Grooming",1
2021-03,South,KY,F,Computing,1
2021-03,South,KY,F,Entertainment,6
2021-03,South,KY,F,"Health & Sports",3
2021-03,South,KY,F,"Home & Living",2
2021-03,South,KY,F,"Men's Fashion",5
2021-03,South,KY,F,"Mobiles & Tablets",21
2021-03,South,KY,F,Others,28
2021-03,South,KY,F,Soghaat,2
2021-03,South,KY,F,Superstore,1
2021-03,South,KY,F,"Women's Fashion",2
2021-03,South,KY,M,Appliances,24
2021-03,South,KY,M,"Beauty & Grooming",3
2021-03,South,KY,M,Computing,1
2021-03,South,KY,M,Entertainment,14
2021-03,South,KY,M,"Home & Living",2
2021-03,South,KY,M,"Men's Fashion",6
2021-03,South,KY,M,"Mobiles & Tablets",25
2021-03,South,KY,M,Others,23
2021-03,South,KY,M,"Women's Fashion",10
2021-03,South,LA,F,Appliances,5
2021-03,South,LA,F,"Beauty & Grooming",4
2021-03,South,LA,F,Computing,1
2021-03,South,LA,F,Entertainment,8
2021-03,South,LA,F,"Home & Living",1
2021-03,South,LA,F,"Men's Fashion",1
2021-03,South,LA,F,"Mobiles & Tablets",18
2021-03,South,LA,F,Others,15
2021-03,South,LA,F,Superstore,1
2021-03,South,LA,F,"Women's Fashion",2
2021-03,South,LA,M,Appliances,4
2021-03,South,LA,M,"Beauty & Grooming",3
2021-03,South,LA,M,Computing,4
2021-03,South,LA,M,Entertainment,3
2021-03,South,LA,M,"Health & Sports",2
2021-03,South,LA,M,"Home & Living",5
2021-03,South,LA,M,"Men's Fashion",5
2021-03,South,LA,M,"Mobiles & Tablets",33
2021-03,South,LA,M,Others,16
2021-03,South,LA,M,Soghaat,3
2021-03,South,LA,M,Superstore,4
2021-03,South,LA,M,"Women's Fashion",2
2021-03,South,MD,F,Appliances,9
2021-03,South,MD,F,"Beauty & Grooming",1
2021-03,South,MD,F,Entertainment,5
2021-03,South,MD,F,"Home & Living",1
2021-03,South,MD,F,"Men's Fashion",4
2021-03,South,MD,F,"Mobiles & Tablets",13
2021-03,South,MD,F,Others,11
2021-03,South,MD,F,"Women's Fashion",2
2021-03,South,MD,M,Appliances,3
2021-03,South,MD,M,Entertainment,18
2021-03,South,MD,M,"Kids & Baby",4
2021-03,South,MD,M,"Men's Fashion",3
2021-03,South,MD,M,"Mobiles & Tablets",14
2021-03,South,MD,M,Others,12
2021-03,South,MD,M,"Women's Fashion",4
2021-03,South,MS,F,Appliances,12
2021-03,South,MS,F,"Beauty & Grooming",1
2021-03,South,MS,F,Computing,2
2021-03,South,MS,F,Entertainment,8
2021-03,South,MS,F,"Home & Living",4
2021-03,South,MS,F,"Kids & Baby",5
2021-03,South,MS,F,"Men's Fashion",4
2021-03,South,MS,F,"Mobiles & Tablets",17
2021-03,South,MS,F,Others,15
2021-03,South,MS,F,"School & Education",1
2021-03,South,MS,F,Soghaat,5
2021-03,South,MS,F,Superstore,2
2021-03,South,MS,F,"Women's Fashion",7
2021-03,South,MS,M,Appliances,12
2021-03,South,MS,M,Entertainment,12
2021-03,South,MS,M,"Health & Sports",1
2021-03,South,MS,M,"Men's Fashion",3
2021-03,South,MS,M,"Mobiles & Tablets",17
2021-03,South,MS,M,Others,6
2021-03,South,NC,F,Appliances,45
2021-03,South,NC,F,Computing,5
2021-03,South,NC,F,Entertainment,7
2021-03,South,NC,F,"Health & Sports",5
2021-03,South,NC,F,"Home & Living",1
2021-03,South,NC,F,"Men's Fashion",4
2021-03,South,NC,F,"Mobiles & Tablets",26
2021-03,South,NC,F,Others,61
2021-03,South,NC,F,Superstore,2
2021-03,South,NC,F,"Women's Fashion",4
2021-03,South,NC,M,Appliances,13
2021-03,South,NC,M,"Beauty & Grooming",3
2021-03,South,NC,M,Computing,6
2021-03,South,NC,M,Entertainment,7
2021-03,South,NC,M,"Health & Sports",1
2021-03,South,NC,M,"Home & Living",2
2021-03,South,NC,M,"Men's Fashion",3
2021-03,South,NC,M,"Mobiles & Tablets",33
2021-03,South,NC,M,Others,31
2021-03,South,NC,M,Soghaat,1
2021-03,South,NC,M,Superstore,2
2021-03,South,NC,M,"Women's Fashion",2
2021-03,South,OK,F,Appliances,5
2021-03,South,OK,F,"Beauty & Grooming",1
2021-03,South,OK,F,Computing,5
2021-03,South,OK,F,Entertainment,4
2021-03,South,OK,F,"Health & Sports",1
2021-03,South,OK,F,"Home & Living",1
2021-03,South,OK,F,"Men's Fashion",3
2021-03,South,OK,F,"Mobiles & Tablets",25
2021-03,South,OK,F,Others,19
2021-03,South,OK,F,Soghaat,1
2021-03,South,OK,F,"Women's Fashion",4
2021-03,South,OK,M,Appliances,12
2021-03,South,OK,M,"Beauty & Grooming",1
2021-03,South,OK,M,Computing,1
2021-03,South,OK,M,Entertainment,19
2021-03,South,OK,M,"Home & Living",1
2021-03,South,OK,M,"Kids & Baby",1
2021-03,South,OK,M,"Men's Fashion",10
2021-03,South,OK,M,"Mobiles & Tablets",11
2021-03,South,OK,M,Others,20
2021-03,South,OK,M,Soghaat,1
2021-03,South,OK,M,Superstore,2
2021-03,South,OK,M,"Women's Fashion",6
2021-03,South,SC,F,Appliances,4
2021-03,South,SC,F,Computing,3
2021-03,South,SC,F,Entertainment,6
2021-03,South,SC,F,"Health & Sports",1
2021-03,South,SC,F,"Home & Living",1
2021-03,South,SC,F,"Men's Fashion",3
2021-03,South,SC,F,"Mobiles & Tablets",21
2021-03,South,SC,F,Others,8
2021-03,South,SC,F,"Women's Fashion",1
2021-03,South,SC,M,Appliances,6
2021-03,South,SC,M,Computing,2
2021-03,South,SC,M,Entertainment,3
2021-03,South,SC,M,"Health & Sports",7
2021-03,South,SC,M,"Home & Living",2
2021-03,South,SC,M,"Men's Fashion",2
2021-03,South,SC,M,"Mobiles & Tablets",4
2021-03,South,SC,M,Others,22
2021-03,South,SC,M,Soghaat,7
2021-03,South,SC,M,Superstore,10
2021-03,South,SC,M,"Women's Fashion",1
2021-03,South,TN,F,Appliances,12
2021-03,South,TN,F,"Beauty & Grooming",1
2021-03,South,TN,F,Computing,2
2021-03,South,TN,F,Entertainment,8
2021-03,South,TN,F,"Health & Sports",1
2021-03,South,TN,F,"Home & Living",2
2021-03,South,TN,F,"Men's Fashion",7
2021-03,South,TN,F,"Mobiles & Tablets",9
2021-03,South,TN,F,Others,7
2021-03,South,TN,F,Superstore,1
2021-03,South,TN,F,"Women's Fashion",4
2021-03,South,TN,M,Appliances,3
2021-03,South,TN,M,"Beauty & Grooming",3
2021-03,South,TN,M,Books,1
2021-03,South,TN,M,Computing,2
2021-03,South,TN,M,Entertainment,17
2021-03,South,TN,M,"Home & Living",2
2021-03,South,TN,M,"Kids & Baby",2
2021-03,South,TN,M,"Men's Fashion",3
2021-03,South,TN,M,"Mobiles & Tablets",17
2021-03,South,TN,M,Others,35
2021-03,South,TN,M,Superstore,1
2021-03,South,TN,M,"Women's Fashion",1
2021-03,South,TX,F,Appliances,29
2021-03,South,TX,F,"Beauty & Grooming",5
2021-03,South,TX,F,Computing,6
2021-03,South,TX,F,Entertainment,12
2021-03,South,TX,F,"Health & Sports",2
2021-03,South,TX,F,"Home & Living",8
2021-03,South,TX,F,"Kids & Baby",5
2021-03,South,TX,F,"Men's Fashion",20
2021-03,South,TX,F,"Mobiles & Tablets",96
2021-03,South,TX,F,Others,67
2021-03,South,TX,F,Soghaat,1
2021-03,South,TX,F,Superstore,4
2021-03,South,TX,F,"Women's Fashion",10
2021-03,South,TX,M,Appliances,47
2021-03,South,TX,M,"Beauty & Grooming",7
2021-03,South,TX,M,Computing,1
2021-03,South,TX,M,Entertainment,36
2021-03,South,TX,M,"Health & Sports",6
2021-03,South,TX,M,"Home & Living",8
2021-03,South,TX,M,"Kids & Baby",2
2021-03,South,TX,M,"Men's Fashion",26
2021-03,South,TX,M,"Mobiles & Tablets",104
2021-03,South,TX,M,Others,71
2021-03,South,TX,M,Superstore,1
2021-03,South,TX,M,"Women's Fashion",14
2021-03,South,VA,F,Appliances,25
2021-03,South,VA,F,Computing,2
2021-03,South,VA,F,Entertainment,12
2021-03,South,VA,F,"Health & Sports",5
2021-03,South,VA,F,"Home & Living",5
2021-03,South,VA,F,"Kids & Baby",1
2021-03,South,VA,F,"Men's Fashion",11
2021-03,South,VA,F,"Mobiles & Tablets",50
2021-03,South,VA,F,Others,47
2021-03,South,VA,F,Soghaat,2
2021-03,South,VA,F,Superstore,4
2021-03,South,VA,F,"Women's Fashion",1
2021-03,South,VA,M,Appliances,24
2021-03,South,VA,M,"Beauty & Grooming",1
2021-03,South,VA,M,Computing,2
2021-03,South,VA,M,Entertainment,16
2021-03,South,VA,M,"Home & Living",1
2021-03,South,VA,M,"Kids & Baby",6
2021-03,South,VA,M,"Men's Fashion",8
2021-03,South,VA,M,"Mobiles & Tablets",24
2021-03,South,VA,M,Others,29
2021-03,South,VA,M,Soghaat,1
2021-03,South,VA,M,"Women's Fashion",4
2021-03,South,WV,F,Appliances,3
2021-03,South,WV,F,"Beauty & Grooming",2
2021-03,South,WV,F,Computing,2
2021-03,South,WV,F,Entertainment,9
2021-03,South,WV,F,"Home & Living",1
2021-03,South,WV,F,"Men's Fashion",4
2021-03,South,WV,F,"Mobiles & Tablets",12
2021-03,South,WV,F,Others,39
2021-03,South,WV,F,Soghaat,1
2021-03,South,WV,F,Superstore,1
2021-03,South,WV,F,"Women's Fashion",9
2021-03,South,WV,M,Appliances,18
2021-03,South,WV,M,"Beauty & Grooming",2
2021-03,South,WV,M,Computing,1
2021-03,South,WV,M,Entertainment,8
2021-03,South,WV,M,"Health & Sports",1
2021-03,South,WV,M,"Kids & Baby",1
2021-03,South,WV,M,"Men's Fashion",4
2021-03,South,WV,M,"Mobiles & Tablets",23
2021-03,South,WV,M,Others,35
2021-03,South,WV,M,"Women's Fashion",4
2021-03,West,AK,F,Entertainment,4
2021-03,West,AK,F,"Men's Fashion",2
2021-03,West,AK,F,"Mobiles & Tablets",10
2021-03,West,AK,F,Others,4
2021-03,West,AK,F,"Women's Fashion",1
2021-03,West,AK,M,Appliances,12
2021-03,West,AK,M,Computing,1
2021-03,West,AK,M,Entertainment,9
2021-03,West,AK,M,"Health & Sports",1
2021-03,West,AK,M,"Men's Fashion",1
2021-03,West,AK,M,"Mobiles & Tablets",15
2021-03,West,AK,M,Others,7
2021-03,West,AK,M,Soghaat,1
2021-03,West,AK,M,Superstore,3
2021-03,West,AK,M,"Women's Fashion",1
2021-03,West,AZ,F,Appliances,4
2021-03,West,AZ,F,Computing,1
2021-03,West,AZ,F,Entertainment,5
2021-03,West,AZ,F,"Kids & Baby",2
2021-03,West,AZ,F,"Men's Fashion",6
2021-03,West,AZ,F,"Mobiles & Tablets",13
2021-03,West,AZ,F,Others,10
2021-03,West,AZ,F,Soghaat,2
2021-03,West,AZ,F,"Women's Fashion",3
2021-03,West,AZ,M,Appliances,5
2021-03,West,AZ,M,"Beauty & Grooming",3
2021-03,West,AZ,M,Computing,4
2021-03,West,AZ,M,Entertainment,2
2021-03,West,AZ,M,"Home & Living",1
2021-03,West,AZ,M,"Kids & Baby",2
2021-03,West,AZ,M,"Men's Fashion",8
2021-03,West,AZ,M,"Mobiles & Tablets",9
2021-03,West,AZ,M,Others,10
2021-03,West,AZ,M,"School & Education",1
2021-03,West,AZ,M,Superstore,1
2021-03,West,AZ,M,"Women's Fashion",6
2021-03,West,CA,F,Appliances,36
2021-03,West,CA,F,"Beauty & Grooming",5
2021-03,West,CA,F,Computing,6
2021-03,West,CA,F,Entertainment,36
2021-03,West,CA,F,"Health & Sports",2
2021-03,West,CA,F,"Home & Living",8
2021-03,West,CA,F,"Kids & Baby",5
2021-03,West,CA,F,"Men's Fashion",16
2021-03,West,CA,F,"Mobiles & Tablets",89
2021-03,West,CA,F,Others,70
2021-03,West,CA,F,Soghaat,1
2021-03,West,CA,F,Superstore,5
2021-03,West,CA,F,"Women's Fashion",14
2021-03,West,CA,M,Appliances,27
2021-03,West,CA,M,"Beauty & Grooming",8
2021-03,West,CA,M,Books,1
2021-03,West,CA,M,Computing,10
2021-03,West,CA,M,Entertainment,30
2021-03,West,CA,M,"Health & Sports",3
2021-03,West,CA,M,"Home & Living",7
2021-03,West,CA,M,"Kids & Baby",9
2021-03,West,CA,M,"Men's Fashion",10
2021-03,West,CA,M,"Mobiles & Tablets",41
2021-03,West,CA,M,Others,33
2021-03,West,CA,M,"School & Education",2
2021-03,West,CA,M,Soghaat,1
2021-03,West,CA,M,Superstore,7
2021-03,West,CA,M,"Women's Fashion",19
2021-03,West,CO,F,Appliances,11
2021-03,West,CO,F,"Beauty & Grooming",6
2021-03,West,CO,F,Computing,1
2021-03,West,CO,F,Entertainment,3
2021-03,West,CO,F,"Health & Sports",1
2021-03,West,CO,F,"Home & Living",4
2021-03,West,CO,F,"Men's Fashion",6
2021-03,West,CO,F,"Mobiles & Tablets",26
2021-03,West,CO,F,Others,8
2021-03,West,CO,F,Superstore,2
2021-03,West,CO,F,"Women's Fashion",7
2021-03,West,CO,M,Appliances,6
2021-03,West,CO,M,"Beauty & Grooming",6
2021-03,West,CO,M,Entertainment,4
2021-03,West,CO,M,"Home & Living",4
2021-03,West,CO,M,"Kids & Baby",3
2021-03,West,CO,M,"Men's Fashion",6
2021-03,West,CO,M,"Mobiles & Tablets",25
2021-03,West,CO,M,Others,18
2021-03,West,CO,M,Superstore,2
2021-03,West,CO,M,"Women's Fashion",4
2021-03,West,HI,F,Entertainment,4
2021-03,West,HI,F,"Mobiles & Tablets",1
2021-03,West,HI,M,"Mobiles & Tablets",2
2021-03,West,ID,F,Appliances,1
2021-03,West,ID,F,Entertainment,4
2021-03,West,ID,F,"Men's Fashion",3
2021-03,West,ID,F,"Mobiles & Tablets",15
2021-03,West,ID,F,Others,3
2021-03,West,ID,F,"School & Education",2
2021-03,West,ID,F,"Women's Fashion",3
2021-03,West,ID,M,Appliances,5
2021-03,West,ID,M,"Beauty & Grooming",1
2021-03,West,ID,M,Entertainment,12
2021-03,West,ID,M,"Men's Fashion",3
2021-03,West,ID,M,"Mobiles & Tablets",14
2021-03,West,ID,M,Others,18
2021-03,West,ID,M,"Women's Fashion",1
2021-03,West,MT,F,Appliances,1
2021-03,West,MT,F,"Beauty & Grooming",3
2021-03,West,MT,F,Entertainment,7
2021-03,West,MT,F,"Health & Sports",2
2021-03,West,MT,F,"Home & Living",3
2021-03,West,MT,F,"Men's Fashion",1
2021-03,West,MT,F,"Mobiles & Tablets",5
2021-03,West,MT,F,Others,7
2021-03,West,MT,F,Superstore,3
2021-03,West,MT,F,"Women's Fashion",1
2021-03,West,MT,M,Appliances,5
2021-03,West,MT,M,"Beauty & Grooming",1
2021-03,West,MT,M,Computing,1
2021-03,West,MT,M,"Men's Fashion",3
2021-03,West,MT,M,"Mobiles & Tablets",14
2021-03,West,MT,M,Others,8
2021-03,West,MT,M,Superstore,1
2021-03,West,MT,M,"Women's Fashion",4
2021-03,West,NM,F,Appliances,3
2021-03,West,NM,F,"Home & Living",3
2021-03,West,NM,F,"Kids & Baby",3
2021-03,West,NM,F,"Men's Fashion",2
2021-03,West,NM,F,"Mobiles & Tablets",5
2021-03,West,NM,F,Others,17
2021-03,West,NM,F,Superstore,2
2021-03,West,NM,F,"Women's Fashion",1
2021-03,West,NM,M,Entertainment,6
2021-03,West,NM,M,"Men's Fashion",5
2021-03,West,NM,M,"Mobiles & Tablets",9
2021-03,West,NM,M,Others,7
2021-03,West,NM,M,Superstore,1
2021-03,West,NM,M,"Women's Fashion",2
2021-03,West,NV,F,Computing,4
2021-03,West,NV,F,Entertainment,3
2021-03,West,NV,F,"Mobiles & Tablets",8
2021-03,West,NV,F,Others,6
2021-03,West,NV,M,Appliances,1
2021-03,West,NV,M,Entertainment,2
2021-03,West,NV,M,"Men's Fashion",1
2021-03,West,NV,M,"Mobiles & Tablets",4
2021-03,West,NV,M,Others,4
2021-03,West,NV,M,"Women's Fashion",2
2021-03,West,OR,F,Appliances,6
2021-03,West,OR,F,"Beauty & Grooming",2
2021-03,West,OR,F,Computing,3
2021-03,West,OR,F,Entertainment,5
2021-03,West,OR,F,"Health & Sports",3
2021-03,West,OR,F,"Home & Living",2
2021-03,West,OR,F,"Kids & Baby",4
2021-03,West,OR,F,"Men's Fashion",3
2021-03,West,OR,F,"Mobiles & Tablets",9
2021-03,West,OR,F,Others,5
2021-03,West,OR,F,Soghaat,1
2021-03,West,OR,F,Superstore,1
2021-03,West,OR,F,"Women's Fashion",3
