ym,region,state,category,gender,age_bin,order_cnt
2021-01,West,UT,Computing,F,30s,1
2021-01,West,UT,Computing,F,40s,3
2021-01,West,UT,"Health & Sports",M,30s,1
2021-01,West,UT,"Kids & Baby",F,60s,1
2021-01,West,UT,"Men's Fashion",F,60s,1
2021-01,West,UT,"Men's Fashion",M,30s,1
2021-01,West,UT,"Men's Fashion",M,40s,1
2021-01,West,UT,"Mobiles & Tablets",F,30s,1
2021-01,West,UT,"Mobiles & Tablets",F,50s,1
2021-01,West,UT,"Mobiles & Tablets",M,50s,1
2021-01,West,UT,"Mobiles & Tablets",M,60s,1
2021-01,West,UT,"Women's Fashion",M,40s,1
2021-01,West,WA,Appliances,F,20s,1
2021-01,West,WA,Appliances,M,20s,1
2021-01,West,WA,Appliances,M,40s,2
2021-01,West,WA,Appliances,M,70+,1
2021-01,West,WA,"Beauty & Grooming",M,20s,1
2021-01,West,WA,"Beauty & Grooming",M,50s,1
2021-01,West,WA,Computing,M,60s,1
2021-01,West,WA,"Home & Living",F,50s,1
2021-01,West,WA,"Home & Living",M,40s,2
2021-01,West,WA,"Kids & Baby",F,40s,1
2021-01,West,WA,"Kids & Baby",M,40s,1
2021-01,West,WA,"Men's Fashion",F,30s,1
2021-01,West,WA,"Men's Fashion",F,40s,2
2021-01,West,WA,"Men's Fashion",F,50s,1
2021-01,West,WA,"Men's Fashion",F,60s,2
2021-01,West,WA,"Men's Fashion",M,40s,1
2021-01,West,WA,"Men's Fashion",M,60s,1
2021-01,West,WA,"Mobiles & Tablets",F,20s,1
2021-01,West,WA,"Mobiles & Tablets",F,30s,1
2021-01,West,WA,"Mobiles & Tablets",F,40s,2
2021-01,West,WA,"Mobiles & Tablets",F,50s,4
2021-01,West,WA,"Mobiles & Tablets",M,10s,1
2021-01,West,WA,"Mobiles & Tablets",M,50s,1
2021-01,West,WA,"Mobiles & Tablets",M,60s,1
2021-01,West,WA,Superstore,F,50s,1
2021-01,West,WA,"Women's Fashion",F,20s,1
2021-01,West,WA,"Women's Fashion",F,30s,1
2021-01,West,WA,"Women's Fashion",F,40s,2
2021-01,West,WA,"Women's Fashion",F,60s,1
2021-01,West,WA,"Women's Fashion",M,20s,1
2021-01,West,WA,"Women's Fashion",M,30s,2
2021-01,West,WA,"Women's Fashion",M,60s,1
2021-01,West,WY,Appliances,M,20s,1
2021-01,West,WY,"Beauty & Grooming",F,30s,1
2021-01,West,WY,Computing,F,30s,1
2021-01,West,WY,"Home & Living",F,60s,1
2021-01,West,WY,"Men's Fashion",F,60s,2
2021-01,West,WY,"Men's Fashion",M,20s,1
2021-01,West,WY,"Men's Fashion",M,30s,1
2021-01,West,WY,"Men's Fashion",M,40s,2
2021-01,West,WY,"Men's Fashion",M,50s,1
2021-01,West,WY,"Mobiles & Tablets",F,30s,3
2021-01,West,WY,"Mobiles & Tablets",F,60s,2
2021-01,West,WY,"Mobiles & Tablets",M,40s,1
2021-01,West,WY,Superstore,M,20s,1
2021-01,West,WY,"Women's Fashion",F,60s,1
2021-02,Midwest,IA,Appliances,F,30s,11
2021-02,Midwest,IA,Appliances,F,60s,3
2021-02,Midwest,IA,Appliances,M,30s,5
2021-02,Midwest,IA,"Beauty & Grooming",F,40s,1
2021-02,Midwest,IA,"Beauty & Grooming",F,60s,2
2021-02,Midwest,IA,"Beauty & Grooming",M,40s,1
2021-02,Midwest,IA,Computing,F,30s,3
2021-02,Midwest,IA,Entertainment,F,30s,3
2021-02,Midwest,IA,Entertainment,F,60s,2
2021-02,Midwest,IA,Entertainment,F,70+,1
2021-02,Midwest,IA,Entertainment,M,20s,1
2021-02,Midwest,IA,Entertainment,M,60s,1
2021-02,Midwest,IA,"Home & Living",F,30s,1
2021-02,Midwest,IA,"Kids & Baby",F,50s,6
2021-02,Midwest,IA,"Men's Fashion",F,30s,11
2021-02,Midwest,IA,"Men's Fashion",F,50s,1
2021-02,Midwest,IA,"Men's Fashion",M,20s,2
2021-02,Midwest,IA,"Men's Fashion",M,50s,2
2021-02,Midwest,IA,"Mobiles & Tablets",F,30s,12
2021-02,Midwest,IA,"Mobiles & Tablets",F,40s,4
2021-02,Midwest,IA,"Mobiles & Tablets",F,60s,6
2021-02,Midwest,IA,"Mobiles & Tablets",M,10s,1
2021-02,Midwest,IA,"Mobiles & Tablets",M,20s,1
2021-02,Midwest,IA,"Mobiles & Tablets",M,30s,2
2021-02,Midwest,IA,"Mobiles & Tablets",M,40s,1
2021-02,Midwest,IA,Soghaat,M,50s,3
2021-02,Midwest,IA,"Women's Fashion",F,30s,6
2021-02,Midwest,IL,Appliances,F,20s,2
2021-02,Midwest,IL,Appliances,F,40s,1
2021-02,Midwest,IL,Appliances,F,50s,3
2021-02,Midwest,IL,Appliances,F,60s,1
2021-02,Midwest,IL,Appliances,F,70+,2
2021-02,Midwest,IL,Appliances,M,20s,3
2021-02,Midwest,IL,Appliances,M,50s,1
2021-02,Midwest,IL,Appliances,M,60s,1
2021-02,Midwest,IL,"Beauty & Grooming",F,20s,2
2021-02,Midwest,IL,"Beauty & Grooming",F,60s,1
2021-02,Midwest,IL,"Beauty & Grooming",M,10s,1
2021-02,Midwest,IL,"Beauty & Grooming",M,20s,3
2021-02,Midwest,IL,Computing,F,40s,6
2021-02,Midwest,IL,Computing,M,70+,1
2021-02,Midwest,IL,Entertainment,F,30s,3
2021-02,Midwest,IL,Entertainment,F,60s,1
2021-02,Midwest,IL,Entertainment,M,70+,7
2021-02,Midwest,IL,"Home & Living",F,30s,1
2021-02,Midwest,IL,"Home & Living",M,20s,1
2021-02,Midwest,IL,"Kids & Baby",F,30s,1
2021-02,Midwest,IL,"Kids & Baby",M,20s,1
2021-02,Midwest,IL,"Kids & Baby",M,70+,5
2021-02,Midwest,IL,"Men's Fashion",F,20s,1
2021-02,Midwest,IL,"Men's Fashion",F,30s,1
2021-02,Midwest,IL,"Men's Fashion",F,50s,1
2021-02,Midwest,IL,"Men's Fashion",F,60s,10
2021-02,Midwest,IL,"Men's Fashion",M,20s,5
2021-02,Midwest,IL,"Men's Fashion",M,30s,2
2021-02,Midwest,IL,"Men's Fashion",M,40s,2
2021-02,Midwest,IL,"Men's Fashion",M,50s,1
2021-02,Midwest,IL,"Mobiles & Tablets",F,20s,1
2021-02,Midwest,IL,"Mobiles & Tablets",F,30s,3
2021-02,Midwest,IL,"Mobiles & Tablets",F,50s,1
2021-02,Midwest,IL,"Mobiles & Tablets",F,60s,6
2021-02,Midwest,IL,"Mobiles & Tablets",F,70+,5
2021-02,Midwest,IL,"Mobiles & Tablets",M,50s,5
2021-02,Midwest,IL,"Mobiles & Tablets",M,70+,8
2021-02,Midwest,IL,Soghaat,F,30s,1
2021-02,Midwest,IL,"Women's Fashion",F,40s,2
2021-02,Midwest,IL,"Women's Fashion",F,50s,2
2021-02,Midwest,IL,"Women's Fashion",M,60s,1
2021-02,Midwest,IN,Appliances,F,30s,1
2021-02,Midwest,IN,Appliances,F,40s,3
2021-02,Midwest,IN,Appliances,F,50s,1
2021-02,Midwest,IN,Appliances,F,70+,1
2021-02,Midwest,IN,Appliances,M,20s,2
2021-02,Midwest,IN,Appliances,M,40s,1
2021-02,Midwest,IN,"Beauty & Grooming",F,20s,1
2021-02,Midwest,IN,Computing,M,60s,1
2021-02,Midwest,IN,Entertainment,F,40s,7
2021-02,Midwest,IN,"Kids & Baby",F,50s,1
2021-02,Midwest,IN,"Kids & Baby",M,30s,1
2021-02,Midwest,IN,"Men's Fashion",F,10s,2
2021-02,Midwest,IN,"Men's Fashion",F,40s,2
2021-02,Midwest,IN,"Men's Fashion",F,70+,1
2021-02,Midwest,IN,"Men's Fashion",M,30s,3
2021-02,Midwest,IN,"Men's Fashion",M,60s,1
2021-02,Midwest,IN,"Mobiles & Tablets",F,20s,1
2021-02,Midwest,IN,"Mobiles & Tablets",F,40s,2
2021-02,Midwest,IN,"Mobiles & Tablets",F,60s,1
2021-02,Midwest,IN,"Mobiles & Tablets",F,70+,2
2021-02,Midwest,IN,"Mobiles & Tablets",M,10s,7
2021-02,Midwest,IN,"Women's Fashion",F,30s,1
2021-02,Midwest,IN,"Women's Fashion",F,70+,1
2021-02,Midwest,IN,"Women's Fashion",M,10s,1
2021-02,Midwest,IN,"Women's Fashion",M,50s,1
2021-02,Midwest,KS,Appliances,F,30s,3
2021-02,Midwest,KS,Appliances,F,40s,1
2021-02,Midwest,KS,Appliances,F,60s,1
2021-02,Midwest,KS,Appliances,M,40s,2
2021-02,Midwest,KS,Entertainment,F,70+,3
2021-02,Midwest,KS,Entertainment,M,40s,1
2021-02,Midwest,KS,Entertainment,M,60s,1
2021-02,Midwest,KS,"Home & Living",F,30s,3
2021-02,Midwest,KS,"Home & Living",F,40s,1
2021-02,Midwest,KS,"Home & Living",F,60s,1
2021-02,Midwest,KS,"Home & Living",M,50s,1
2021-02,Midwest,KS,"Home & Living",M,70+,1
2021-02,Midwest,KS,"Kids & Baby",M,50s,1
2021-02,Midwest,KS,"Men's Fashion",M,70+,1
2021-02,Midwest,KS,"Mobiles & Tablets",M,60s,1
2021-02,Midwest,KS,Superstore,M,30s,1
2021-02,Midwest,KS,Superstore,M,50s,1
2021-02,Midwest,KS,"Women's Fashion",F,30s,3
2021-02,Midwest,KS,"Women's Fashion",M,30s,2
2021-02,Midwest,KS,"Women's Fashion",M,50s,1
2021-02,Midwest,KS,"Women's Fashion",M,70+,1
2021-02,Midwest,MI,Appliances,F,40s,1
2021-02,Midwest,MI,Appliances,F,60s,2
2021-02,Midwest,MI,Appliances,M,20s,1
2021-02,Midwest,MI,Appliances,M,40s,1
2021-02,Midwest,MI,Appliances,M,60s,1
2021-02,Midwest,MI,Appliances,M,70+,1
2021-02,Midwest,MI,"Beauty & Grooming",F,50s,1
2021-02,Midwest,MI,"Beauty & Grooming",F,60s,2
2021-02,Midwest,MI,"Beauty & Grooming",M,50s,1
2021-02,Midwest,MI,Computing,F,40s,2
2021-02,Midwest,MI,Computing,M,50s,1
2021-02,Midwest,MI,Entertainment,F,60s,3
2021-02,Midwest,MI,Entertainment,M,60s,2
2021-02,Midwest,MI,"Health & Sports",F,40s,1
2021-02,Midwest,MI,"Health & Sports",M,60s,1
2021-02,Midwest,MI,"Home & Living",F,60s,4
2021-02,Midwest,MI,"Men's Fashion",F,20s,1
2021-02,Midwest,MI,"Men's Fashion",F,60s,1
2021-02,Midwest,MI,"Men's Fashion",M,40s,1
2021-02,Midwest,MI,"Men's Fashion",M,60s,1
2021-02,Midwest,MI,"Mobiles & Tablets",F,10s,1
2021-02,Midwest,MI,"Mobiles & Tablets",F,20s,3
2021-02,Midwest,MI,"Mobiles & Tablets",F,50s,1
2021-02,Midwest,MI,"Mobiles & Tablets",F,60s,2
2021-02,Midwest,MI,"Mobiles & Tablets",M,20s,2
2021-02,Midwest,MI,"Mobiles & Tablets",M,40s,5
2021-02,Midwest,MI,"Mobiles & Tablets",M,60s,9
2021-02,Midwest,MI,"Mobiles & Tablets",M,70+,1
2021-02,Midwest,MI,Superstore,F,30s,1
2021-02,Midwest,MI,Superstore,F,60s,1
2021-02,Midwest,MI,"Women's Fashion",M,40s,2
2021-02,Midwest,MN,Appliances,F,40s,1
2021-02,Midwest,MN,Appliances,F,50s,1
2021-02,Midwest,MN,Appliances,M,60s,2
2021-02,Midwest,MN,"Beauty & Grooming",F,50s,1
2021-02,Midwest,MN,"Beauty & Grooming",M,30s,1
2021-02,Midwest,MN,"Beauty & Grooming",M,50s,1
2021-02,Midwest,MN,Computing,F,50s,1
2021-02,Midwest,MN,Entertainment,F,20s,5
2021-02,Midwest,MN,Entertainment,M,20s,1
2021-02,Midwest,MN,Entertainment,M,60s,1
2021-02,Midwest,MN,"Home & Living",M,40s,1
2021-02,Midwest,MN,"Home & Living",M,50s,1
2021-02,Midwest,MN,"Home & Living",M,60s,2
2021-02,Midwest,MN,"Kids & Baby",M,60s,1
2021-02,Midwest,MN,"Men's Fashion",F,10s,1
2021-02,Midwest,MN,"Men's Fashion",F,20s,1
2021-02,Midwest,MN,"Men's Fashion",F,40s,1
2021-02,Midwest,MN,"Men's Fashion",F,70+,1
2021-02,Midwest,MN,"Men's Fashion",M,20s,1
2021-02,Midwest,MN,"Men's Fashion",M,30s,1
2021-02,Midwest,MN,"Men's Fashion",M,40s,1
2021-02,Midwest,MN,"Men's Fashion",M,60s,1
2021-02,Midwest,MN,"Men's Fashion",M,70+,1
2021-02,Midwest,MN,"Mobiles & Tablets",F,20s,1
2021-02,Midwest,MN,"Mobiles & Tablets",F,40s,1
2021-02,Midwest,MN,"Mobiles & Tablets",F,60s,21
2021-02,Midwest,MN,"Mobiles & Tablets",F,70+,4
2021-02,Midwest,MN,"Mobiles & Tablets",M,20s,1
2021-02,Midwest,MN,"Mobiles & Tablets",M,30s,1
2021-02,Midwest,MN,"Mobiles & Tablets",M,60s,5
2021-02,Midwest,MN,Superstore,F,50s,1
2021-02,Midwest,MN,Superstore,M,20s,1
2021-02,Midwest,MN,Superstore,M,50s,1
2021-02,Midwest,MN,Superstore,M,60s,1
2021-02,Midwest,MN,"Women's Fashion",F,40s,1
2021-02,Midwest,MN,"Women's Fashion",M,20s,1
2021-02,Midwest,MN,"Women's Fashion",M,30s,3
2021-02,Midwest,MN,"Women's Fashion",M,40s,1
2021-02,Midwest,MO,Appliances,F,50s,1
2021-02,Midwest,MO,Appliances,M,20s,17
2021-02,Midwest,MO,Appliances,M,30s,2
2021-02,Midwest,MO,"Beauty & Grooming",F,40s,1
2021-02,Midwest,MO,"Beauty & Grooming",M,20s,1
2021-02,Midwest,MO,Computing,F,50s,1
2021-02,Midwest,MO,Computing,M,40s,2
2021-02,Midwest,MO,Entertainment,F,60s,1
2021-02,Midwest,MO,Entertainment,M,20s,1
2021-02,Midwest,MO,Entertainment,M,60s,1
2021-02,Midwest,MO,"Home & Living",F,30s,1
2021-02,Midwest,MO,"Home & Living",M,40s,1
2021-02,Midwest,MO,"Kids & Baby",M,40s,1
2021-02,Midwest,MO,"Men's Fashion",F,40s,2
2021-02,Midwest,MO,"Men's Fashion",M,20s,1
2021-02,Midwest,MO,"Men's Fashion",M,50s,1
2021-02,Midwest,MO,"Mobiles & Tablets",F,20s,3
2021-02,Midwest,MO,"Mobiles & Tablets",F,50s,1
2021-02,Midwest,MO,"Mobiles & Tablets",F,60s,1
2021-02,Midwest,MO,"Mobiles & Tablets",F,70+,3
2021-02,Midwest,MO,"Mobiles & Tablets",M,20s,4
2021-02,Midwest,MO,"Mobiles & Tablets",M,40s,2
2021-02,Midwest,MO,"Mobiles & Tablets",M,50s,2
2021-02,Midwest,MO,Soghaat,M,20s,1
2021-02,Midwest,MO,"Women's Fashion",F,40s,1
2021-02,Midwest,MO,"Women's Fashion",M,20s,1
2021-02,Midwest,MO,"Women's Fashion",M,70+,3
2021-02,Midwest,ND,Appliances,F,20s,1
2021-02,Midwest,ND,"Health & Sports",F,60s,1
2021-02,Midwest,ND,"Home & Living",F,20s,1
2021-02,Midwest,ND,"Home & Living",M,40s,1
2021-02,Midwest,ND,"Kids & Baby",M,40s,3
2021-02,Midwest,ND,"Men's Fashion",M,20s,1
2021-02,Midwest,ND,"Men's Fashion",M,40s,1
2021-02,Midwest,ND,"Mobiles & Tablets",F,60s,2
2021-02,Midwest,ND,"Mobiles & Tablets",M,10s,1
2021-02,Midwest,ND,Others,M,20s,1
2021-02,Midwest,ND,"Women's Fashion",M,30s,1
2021-02,Midwest,NE,Appliances,M,40s,1
2021-02,Midwest,NE,Appliances,M,60s,1
2021-02,Midwest,NE,"Beauty & Grooming",F,70+,1
2021-02,Midwest,NE,"Beauty & Grooming",M,60s,1
2021-02,Midwest,NE,Computing,F,60s,1
2021-02,Midwest,NE,Entertainment,M,40s,4
2021-02,Midwest,NE,"Home & Living",M,50s,8
2021-02,Midwest,NE,"Men's Fashion",M,50s,8
2021-02,Midwest,NE,"Mobiles & Tablets",M,20s,3
2021-02,Midwest,NE,"Mobiles & Tablets",M,50s,11
2021-02,Midwest,NE,"Mobiles & Tablets",M,60s,1
2021-02,Midwest,NE,"School & Education",M,50s,8
2021-02,Midwest,NE,Soghaat,M,50s,8
2021-02,Midwest,NE,Soghaat,M,70+,1
2021-02,Midwest,NE,"Women's Fashion",F,50s,2
2021-02,Midwest,NE,"Women's Fashion",M,60s,1
2021-02,Midwest,OH,Appliances,F,20s,2
2021-02,Midwest,OH,Appliances,F,50s,1
2021-02,Midwest,OH,Appliances,M,50s,2
2021-02,Midwest,OH,Appliances,M,60s,1
2021-02,Midwest,OH,"Beauty & Grooming",M,30s,1
2021-02,Midwest,OH,"Beauty & Grooming",M,70+,2
2021-02,Midwest,OH,Books,F,20s,1
2021-02,Midwest,OH,Computing,F,50s,1
2021-02,Midwest,OH,Computing,M,30s,1
2021-02,Midwest,OH,Computing,M,50s,2
2021-02,Midwest,OH,Computing,M,60s,1
2021-02,Midwest,OH,Computing,M,70+,6
2021-02,Midwest,OH,Entertainment,F,10s,1
2021-02,Midwest,OH,Entertainment,M,60s,1
2021-02,Midwest,OH,"Kids & Baby",F,50s,1
2021-02,Midwest,OH,"Kids & Baby",M,30s,1
2021-02,Midwest,OH,"Kids & Baby",M,70+,1
2021-02,Midwest,OH,"Men's Fashion",F,20s,1
2021-02,Midwest,OH,"Men's Fashion",F,30s,1
2021-02,Midwest,OH,"Men's Fashion",F,60s,1
2021-02,Midwest,OH,"Men's Fashion",M,30s,5
2021-02,Midwest,OH,"Mobiles & Tablets",F,20s,1
2021-02,Midwest,OH,"Mobiles & Tablets",F,40s,2
2021-02,Midwest,OH,"Mobiles & Tablets",M,40s,3
2021-02,Midwest,OH,Soghaat,M,50s,1
2021-02,Midwest,OH,Superstore,F,20s,1
2021-02,Midwest,OH,"Women's Fashion",F,20s,1
2021-02,Midwest,OH,"Women's Fashion",F,50s,2
2021-02,Midwest,OH,"Women's Fashion",M,30s,1
2021-02,Midwest,OH,"Women's Fashion",M,60s,1
2021-02,Midwest,OH,"Women's Fashion",M,70+,1
2021-02,Midwest,SD,Appliances,F,10s,1
2021-02,Midwest,SD,Appliances,F,70+,1
2021-02,Midwest,SD,"Beauty & Grooming",F,40s,1
2021-02,Midwest,SD,"Health & Sports",F,70+,1
2021-02,Midwest,SD,"Kids & Baby",F,20s,1
2021-02,Midwest,SD,"Kids & Baby",M,70+,1
2021-02,Midwest,SD,"Men's Fashion",F,20s,1
2021-02,Midwest,SD,"Men's Fashion",M,10s,1
2021-02,Midwest,SD,"Men's Fashion",M,70+,1
2021-02,Midwest,SD,"Mobiles & Tablets",M,30s,1
2021-02,Midwest,SD,Soghaat,M,30s,1
2021-02,Midwest,WI,Appliances,F,60s,1
2021-02,Midwest,WI,Appliances,M,30s,5
2021-02,Midwest,WI,Appliances,M,60s,3
2021-02,Midwest,WI,"Beauty & Grooming",M,40s,1
2021-02,Midwest,WI,"Beauty & Grooming",M,60s,5
2021-02,Midwest,WI,Computing,M,60s,2
2021-02,Midwest,WI,"Health & Sports",M,50s,1
2021-02,Midwest,WI,"Home & Living",F,50s,1
2021-02,Midwest,WI,"Men's Fashion",F,60s,1
2021-02,Midwest,WI,"Men's Fashion",M,20s,5
2021-02,Midwest,WI,"Mobiles & Tablets",F,20s,1
2021-02,Midwest,WI,"Mobiles & Tablets",F,30s,3
2021-02,Midwest,WI,"Mobiles & Tablets",F,60s,1
2021-02,Midwest,WI,"Mobiles & Tablets",M,40s,1
2021-02,Midwest,WI,"Mobiles & Tablets",M,50s,5
2021-02,Midwest,WI,Others,M,50s,1
2021-02,Midwest,WI,Superstore,F,60s,1
2021-02,Midwest,WI,Superstore,M,40s,1
2021-02,Midwest,WI,"Women's Fashion",F,20s,1
2021-02,Midwest,WI,"Women's Fashion",F,50s,1
2021-02,Midwest,WI,"Women's Fashion",M,20s,5
2021-02,Midwest,WI,"Women's Fashion",M,40s,1
2021-02,Midwest,WI,"Women's Fashion",M,50s,1
2021-02,Northeast,CT,Appliances,F,70+,2
2021-02,Northeast,CT,"Beauty & Grooming",F,20s,1
2021-02,Northeast,CT,"Beauty & Grooming",F,70+,1
2021-02,Northeast,CT,"Beauty & Grooming",M,40s,2
2021-02,Northeast,CT,Computing,F,60s,1
2021-02,Northeast,CT,Computing,F,70+,1
2021-02,Northeast,CT,"Home & Living",M,20s,4
2021-02,Northeast,CT,"Kids & Baby",F,70+,1
2021-02,Northeast,CT,"Men's Fashion",F,30s,2
2021-02,Northeast,CT,Superstore,M,20s,1
2021-02,Northeast,CT,"Women's Fashion",F,70+,1
2021-02,Northeast,CT,"Women's Fashion",M,60s,1
2021-02,Northeast,MA,Appliances,F,30s,9
2021-02,Northeast,MA,"Beauty & Grooming",M,30s,1
2021-02,Northeast,MA,Entertainment,M,60s,2
2021-02,Northeast,MA,"Health & Sports",F,30s,1
2021-02,Northeast,MA,"Home & Living",F,30s,3
2021-02,Northeast,MA,"Home & Living",M,50s,2
2021-02,Northeast,MA,"Kids & Baby",M,70+,2
2021-02,Northeast,MA,"Men's Fashion",F,50s,1
2021-02,Northeast,MA,"Men's Fashion",M,70+,2
2021-02,Northeast,MA,"Mobiles & Tablets",F,20s,2
2021-02,Northeast,MA,"Mobiles & Tablets",F,30s,4
2021-02,Northeast,MA,"Mobiles & Tablets",F,50s,9
2021-02,Northeast,MA,"Mobiles & Tablets",M,70+,1
2021-02,Northeast,MA,Others,M,60s,2
2021-02,Northeast,MA,Superstore,M,30s,1
2021-02,Northeast,MA,"Women's Fashion",F,40s,1
2021-02,Northeast,MA,"Women's Fashion",F,50s,1
2021-02,Northeast,MA,"Women's Fashion",M,20s,1
2021-02,Northeast,MA,"Women's Fashion",M,50s,2
2021-02,Northeast,MA,"Women's Fashion",M,70+,3
2021-02,Northeast,ME,Computing,F,20s,1
2021-02,Northeast,ME,Entertainment,M,60s,2
2021-02,Northeast,ME,"Health & Sports",F,60s,1
2021-02,Northeast,ME,"Health & Sports",M,30s,1
2021-02,Northeast,ME,"Mobiles & Tablets",F,40s,1
2021-02,Northeast,ME,"Mobiles & Tablets",F,60s,1
2021-02,Northeast,ME,"Mobiles & Tablets",M,60s,1
2021-02,Northeast,ME,Others,F,70+,4
2021-02,Northeast,ME,Others,M,30s,3
2021-02,Northeast,ME,"Women's Fashion",M,60s,1
2021-02,Northeast,NH,Appliances,M,20s,1
2021-02,Northeast,NH,"Beauty & Grooming",F,20s,1
2021-02,Northeast,NH,"Beauty & Grooming",M,30s,1
2021-02,Northeast,NH,Computing,F,30s,1
2021-02,Northeast,NH,Entertainment,F,30s,5
2021-02,Northeast,NH,"Home & Living",M,30s,1
2021-02,Northeast,NH,"Men's Fashion",M,30s,1
2021-02,Northeast,NJ,Appliances,F,50s,8
2021-02,Northeast,NJ,Appliances,M,20s,1
2021-02,Northeast,NJ,Appliances,M,30s,1
2021-02,Northeast,NJ,Appliances,M,40s,1
2021-02,Northeast,NJ,Appliances,M,70+,1
2021-02,Northeast,NJ,"Beauty & Grooming",M,70+,1
2021-02,Northeast,NJ,Books,M,70+,1
2021-02,Northeast,NJ,Computing,M,20s,2
2021-02,Northeast,NJ,Entertainment,F,40s,1
2021-02,Northeast,NJ,Entertainment,M,70+,1
2021-02,Northeast,NJ,"Men's Fashion",M,70+,1
2021-02,Northeast,NJ,"Mobiles & Tablets",F,30s,1
2021-02,Northeast,NJ,"Mobiles & Tablets",F,60s,1
2021-02,Northeast,NJ,"Mobiles & Tablets",F,70+,1
2021-02,Northeast,NJ,"Mobiles & Tablets",M,20s,2
2021-02,Northeast,NJ,"Mobiles & Tablets",M,30s,6
2021-02,Northeast,NJ,"Mobiles & Tablets",M,60s,3
2021-02,Northeast,NJ,"Mobiles & Tablets",M,70+,1
2021-02,Northeast,NJ,Soghaat,M,30s,9
2021-02,Northeast,NJ,"Women's Fashion",F,60s,1
2021-02,Northeast,NY,Appliances,F,20s,2
2021-02,Northeast,NY,Appliances,F,40s,1
2021-02,Northeast,NY,Appliances,F,50s,2
2021-02,Northeast,NY,Appliances,M,10s,1
2021-02,Northeast,NY,Appliances,M,70+,1
2021-02,Northeast,NY,"Beauty & Grooming",F,30s,1
2021-02,Northeast,NY,"Beauty & Grooming",F,60s,1
2021-02,Northeast,NY,"Beauty & Grooming",M,30s,1
2021-02,Northeast,NY,"Beauty & Grooming",M,40s,2
2021-02,Northeast,NY,"Beauty & Grooming",M,60s,1
2021-02,Northeast,NY,Computing,F,30s,2
2021-02,Northeast,NY,Computing,F,60s,1
2021-02,Northeast,NY,Computing,M,60s,1
2021-02,Northeast,NY,Entertainment,F,20s,1
2021-02,Northeast,NY,Entertainment,F,30s,1
2021-02,Northeast,NY,Entertainment,F,40s,1
2021-02,Northeast,NY,Entertainment,F,50s,4
2021-02,Northeast,NY,Entertainment,F,70+,1
2021-02,Northeast,NY,Entertainment,M,50s,1
2021-02,Northeast,NY,"Health & Sports",F,20s,3
2021-02,Northeast,NY,"Health & Sports",M,60s,5
2021-02,Northeast,NY,"Home & Living",F,40s,1
2021-02,Northeast,NY,"Home & Living",M,10s,1
2021-02,Northeast,NY,"Home & Living",M,30s,1
2021-02,Northeast,NY,"Home & Living",M,70+,1
2021-02,Northeast,NY,"Men's Fashion",F,40s,2
2021-02,Northeast,NY,"Men's Fashion",F,60s,1
2021-02,Northeast,NY,"Men's Fashion",M,30s,1
2021-02,Northeast,NY,"Men's Fashion",M,50s,1
2021-02,Northeast,NY,"Men's Fashion",M,60s,2
2021-02,Northeast,NY,"Mobiles & Tablets",F,30s,1
2021-02,Northeast,NY,"Mobiles & Tablets",F,40s,1
2021-02,Northeast,NY,"Mobiles & Tablets",F,50s,7
2021-02,Northeast,NY,"Mobiles & Tablets",F,60s,1
2021-02,Northeast,NY,"Mobiles & Tablets",M,20s,4
2021-02,Northeast,NY,"Mobiles & Tablets",M,30s,4
2021-02,Northeast,NY,"School & Education",F,20s,1
2021-02,Northeast,NY,Soghaat,F,40s,2
2021-02,Northeast,NY,Soghaat,F,50s,1
2021-02,Northeast,NY,Soghaat,F,60s,1
2021-02,Northeast,NY,Superstore,M,60s,5
2021-02,Northeast,NY,"Women's Fashion",F,20s,1
2021-02,Northeast,NY,"Women's Fashion",F,40s,1
2021-02,Northeast,NY,"Women's Fashion",F,60s,2
2021-02,Northeast,NY,"Women's Fashion",F,70+,1
2021-02,Northeast,NY,"Women's Fashion",M,30s,1
2021-02,Northeast,NY,"Women's Fashion",M,40s,2
2021-02,Northeast,NY,"Women's Fashion",M,50s,2
2021-02,Northeast,NY,"Women's Fashion",M,60s,2
2021-02,Northeast,PA,Appliances,F,20s,1
2021-02,Northeast,PA,Appliances,F,40s,2
2021-02,Northeast,PA,Appliances,F,50s,1
2021-02,Northeast,PA,Appliances,M,20s,1
2021-02,Northeast,PA,"Beauty & Grooming",M,20s,1
2021-02,Northeast,PA,"Beauty & Grooming",M,30s,9
2021-02,Northeast,PA,Computing,F,10s,1
2021-02,Northeast,PA,Computing,F,30s,1
2021-02,Northeast,PA,Computing,F,40s,1
2021-02,Northeast,PA,Computing,M,50s,1
2021-02,Northeast,PA,Computing,M,60s,1
2021-02,Northeast,PA,Entertainment,F,30s,2
2021-02,Northeast,PA,Entertainment,F,50s,8
2021-02,Northeast,PA,Entertainment,M,10s,1
2021-02,Northeast,PA,Entertainment,M,40s,2
2021-02,Northeast,PA,Entertainment,M,60s,2
2021-02,Northeast,PA,"Health & Sports",M,20s,1
2021-02,Northeast,PA,"Home & Living",M,30s,3
2021-02,Northeast,PA,"Home & Living",M,60s,1
2021-02,Northeast,PA,"Kids & Baby",F,60s,1
2021-02,Northeast,PA,"Kids & Baby",M,30s,1
2021-02,Northeast,PA,"Men's Fashion",F,10s,1
2021-02,Northeast,PA,"Men's Fashion",F,20s,1
