stockCode,ym,avg_order_cnt,ATV
22623,2011-05,1.1000,19.53909090909091
22624,2010-12,1.4000,21.09619047619048
22624,2011-01,1.1961,17.497868852459014
22624,2011-02,1.2800,25.870625000000004
22624,2011-03,1.3000,22.999230769230767
22624,2011-04,1.2500,22.291999999999998
22624,2011-05,1.0385,28.43185185185185
22625,2010-12,1.8462,27.49472222222223
22625,2011-01,1.3846,17.35851851851852
22625,2011-02,1.3913,20.677031250000002
22625,2011-03,1.6000,33.6603125
22625,2011-04,1.0000,13.6
22625,2011-05,1.0000,41.34285714285714
22626,2010-12,1.1579,15.451818181818185
22626,2011-01,1.1053,14.551904761904764
22626,2011-02,1.0000,15.9375
22626,2011-03,1.0417,33.0332
22626,2011-04,1.1111,22.299500000000002
22626,2011-05,1.0769,19.887857142857143
22627,2010-12,1.7222,20.82903225806452
22627,2011-01,1.1481,17.17096774193548
22627,2011-02,1.3077,19.378235294117648
22627,2011-03,1.5000,2.8333333333333335
22627,2011-04,1.0000,0.38
22627,2011-05,1.0000,26.88125
22628,2010-12,2.5000,14.13
22628,2011-01,2.0000,50.6840909090909
22628,2011-02,1.2000,94.92000000000002
22628,2011-03,1.1429,20.739375000000003
22628,2011-04,1.1111,17.820000000000004
22628,2011-05,1.4615,22.157368421052634
22629,2010-12,1.7561,23.245833333333348
22629,2011-01,1.3529,37.26985507246379
22629,2011-02,1.4412,42.9787755102041
22629,2011-03,1.4200,44.25873239436623
22629,2011-04,1.2250,19.568367346938768
22629,2011-05,1.3333,28.242500000000025
22630,2010-12,1.7179,15.08746268656716
22630,2011-01,1.5366,32.16079365079368
22630,2011-02,1.4412,37.649387755102055
22630,2011-03,1.4082,43.006811594202965
22630,2011-04,1.4118,16.598124999999996
22630,2011-05,1.4783,26.142941176470597
22631,2010-12,2.0714,8.301379310344828
22631,2011-01,1.6000,10.100937499999997
22631,2011-02,1.4286,19.712666666666664
22631,2011-03,1.5238,25.369687499999987
22631,2011-04,1.4286,15.323999999999998
22631,2011-05,1.2593,14.557941176470585
22632,2010-12,1.5263,20.71896551724137
22632,2011-01,1.0000,0
22632,2011-04,1.0000,1.05
22632,2011-05,1.0000,3.1500000000000004
22633,2010-12,1.4677,21.506153846153847
22633,2011-02,1.0000,0
22633,2011-03,1.0000,5.026000000000001
22633,2011-05,1.0000,4.2
22634,2010-12,1.0741,28.137931034482758
22634,2011-01,1.0667,30.94749999999999
22634,2011-02,1.1111,34.33
22634,2011-03,1.0000,44.12684210526316
22634,2011-04,1.0000,26.89357142857142
22634,2011-05,1.1000,26.99181818181818
22635,2010-12,1.0417,24.497200000000003
22635,2011-01,1.0000,25.896153846153847
22635,2011-02,1.1250,32.81333333333333
22635,2011-03,1.0000,49.26066666666666
22635,2011-04,1.0000,24.050833333333333
22635,2011-05,1.1000,34.07272727272726
22636,2010-12,1.1500,21.876521739130435
22636,2011-01,1.0667,28.770625
22636,2011-02,1.0000,41.58461538461539
22636,2011-03,1.0000,31.32857142857143
22636,2011-04,1.0000,26.140555555555554
22636,2011-05,1.0000,20.221052631578946
22637,2010-12,1.5000,18.982051282051284
22637,2011-01,1.6111,12.825172413793103
22637,2011-02,1.6429,10.814347826086957
22637,2011-03,1.1739,14.065925925925924
22637,2011-04,1.2632,13.943333333333333
22637,2011-05,1.1111,12.224
22638,2010-12,1.1250,11.324444444444444
22638,2011-01,5.5000,8.459999999999999
22638,2011-02,1.0000,15.299999999999999
22638,2011-03,1.0000,15.299999999999999
22638,2011-04,1.0000,6.8
22638,2011-05,1.0000,10.2
22639,2010-12,1.2143,13.386470588235298
22639,2011-01,1.0000,17.004545454545458
22639,2011-02,1.1667,10.14
22639,2011-03,1.0000,11.6875
22639,2011-04,1.1667,8.318571428571428
22639,2011-05,1.1250,26.792222222222225
22640,2010-12,1.0000,7.8575
22640,2011-01,10.0000,7.530999999999999
22640,2011-02,1.0000,10.129999999999999
22640,2011-03,1.0000,9.835714285714285
22640,2011-04,1.0000,5.1
22640,2011-05,1.0000,10.2
22641,2010-12,1.5000,7.771666666666667
22641,2011-01,7.0000,3.7642857142857133
22641,2011-02,1.0000,27.7
22641,2011-03,1.0000,2.55
22641,2011-05,1.0000,5.1
22642,2010-12,1.0000,20.564
22642,2011-02,1.0000,24.224999999999998
22642,2011-03,1.0000,6.375
22642,2011-04,1.0000,19.84
22642,2011-05,1.0000,8.925
22643,2010-12,1.3333,11.03
22643,2011-01,7.0000,6.737142857142856
22643,2011-02,1.0000,22.95
22643,2011-03,1.0000,15.299999999999999
22643,2011-04,1.0000,5.1
22643,2011-05,1.0000,6.375
22644,2010-12,1.6957,13.809487179487174
22644,2011-01,1.4615,12.37684210526316
22644,2011-02,1.5385,10.753499999999999
22644,2011-03,1.6000,10.800000000000002
22644,2011-04,1.2000,13.2175
22644,2011-05,1.2941,9.77818181818182
22645,2010-12,1.6957,25.752564102564094
22645,2011-01,1.2632,7.029583333333335
22645,2011-02,1.4375,16.786521739130432
22645,2011-03,1.4783,12.565882352941173
22645,2011-04,1.7143,10.181666666666667
22645,2011-05,1.5000,14.788333333333334
22646,2010-12,1.7586,16.282549019607846
22646,2011-01,1.4444,10.449230769230772
22646,2011-02,1.2083,16.609310344827588
22646,2011-03,1.3913,12.039687499999996
22646,2011-04,1.3846,9.463333333333333
22646,2011-05,1.4286,12.102999999999998
22647,2010-12,1.5000,8.68
22647,2011-01,1.0000,13.702307692307695
22647,2011-02,1.2500,6.659999999999999
22647,2011-03,1.0000,10.247499999999999
22647,2011-04,1.0000,12.566666666666665
22649,2010-12,2.1538,21.431071428571432
22649,2011-01,1.2353,20.465714285714284
22649,2011-02,1.2857,22.698333333333334
22649,2011-03,1.2353,17.797619047619044
22649,2011-04,1.3158,19.815600000000003
22649,2011-05,1.0769,19.509999999999998
22650,2010-12,1.3636,8.95
22650,2011-01,1.0000,7.4799999999999995
22650,2011-02,1.1250,9.914444444444444
22650,2011-03,1.0833,9.433076923076923
22650,2011-04,1.0000,11.181666666666667
22650,2011-05,1.3333,12.88875
22651,2010-12,2.9000,11.511379310344827
22651,2011-01,1.0000,6.510000000000001
22651,2011-02,1.0000,80.30999999999999
22651,2011-03,1.0000,24.518571428571423
22651,2011-04,1.0000,10.011111111111113
22651,2011-05,1.0000,7.909999999999999
22652,2010-12,1.2889,16.930862068965514
22652,2011-01,1.5909,17.04714285714286
22652,2011-02,1.4800,35.00945945945944
22652,2011-03,1.3438,14.085581395348834
22652,2011-04,1.0833,13.750256410256407
22652,2011-05,1.2432,18.48152173913043
22653,2010-12,1.4667,6.569090909090909
22653,2011-01,1.1667,5.927142857142857
22653,2011-02,1.2500,72.413
22653,2011-03,1.1111,16.425999999999995
22653,2011-04,1.1000,12.784545454545453
22653,2011-05,1.1667,14.485714285714286
22654,2010-12,1.8333,51.984727272727234
22654,2011-01,1.9286,35.4388888888889
22654,2011-02,1.2222,79.89000000000001
22654,2011-03,1.2727,47.006071428571445
22654,2011-04,1.3125,17.87761904761905
22654,2011-05,2.0000,15.501000000000001
22655,2010-12,1.1667,262.85714285714283
22655,2011-01,1.1429,240
22655,2011-02,1.0000,181.66666666666666
22655,2011-03,1.0000,187.5
22655,2011-04,1.0000,218.75
22655,2011-05,1.0000,167.5
22656,2010-12,1.0000,250
22656,2011-01,1.0000,125
22656,2011-02,1.0000,125
22656,2011-03,1.2000,202.5
22656,2011-04,1.0000,210
22656,2011-05,1.0000,62.5
22659,2010-12,1.8542,31.27662921348314
22659,2011-01,1.3784,20.973529411764712
22659,2011-02,1.5000,31.0557777777778
22659,2011-03,1.4667,49.22560606060607
22659,2011-04,1.4516,14.02711111111111
22659,2011-05,1.5882,49.109629629629644
22660,2010-12,1.4444,13.500000000000002
22660,2011-01,1.3333,13.28625
22660,2011-02,1.6250,17.263076923076923
22660,2011-03,1.4286,12.483000000000002
22660,2011-04,1.0000,23.343750000000004
22660,2011-05,1.2000,28.61666666666667
22661,2010-12,1.3750,9.463636363636363
22661,2011-01,1.0909,10.094583333333333
22661,2011-02,1.0667,11.765
22661,2011-03,1.0968,10.616176470588234
22661,2011-04,1.0000,11.360454545454544
22661,2011-05,1.1923,14.598387096774193
22662,2010-12,1.3750,12.030909090909091
22662,2011-01,1.0909,12.20375
22662,2011-02,1.1282,21.02431818181818
22662,2011-03,1.1754,21.03537313432837
22662,2011-04,1.1628,17.944799999999994
22662,2011-05,1.1311,16.865362318840578
22663,2010-12,1.1250,8.999444444444444
22663,2011-01,1.2308,15.77
22663,2011-02,1.1364,21.1448
22663,2011-03,1.4000,27.12314285714286
22663,2011-04,1.2500,10.008000000000003
22663,2011-05,1.4231,14.836216216216219
22664,2010-12,2.2857,9.328125
22664,2011-01,2.4000,6.792500000000001
22664,2011-02,1.5000,19.346666666666664
22664,2011-03,1.0000,16.593
22664,2011-04,1.3333,6.270833333333333
22664,2011-05,1.2308,8.12
22665,2010-12,2.0952,12.661818181818182
22665,2011-01,1.5714,6.929393939393939
22665,2011-02,1.4828,16.204186046511627
22665,2011-03,1.4800,13.051351351351348
22665,2011-04,1.4118,20.179999999999996
22665,2011-05,1.3913,21.260937500000008
22666,2010-12,1.7647,16.273333333333344
22666,2011-01,1.3636,14.394533333333344
22666,2011-02,1.3594,18.52344827586208
22666,2011-03,1.4789,20.009428571428586
22666,2011-04,1.3396,18.006338028169026
22666,2011-05,1.3333,20.891931818181835
22667,2010-12,1.1042,15.166981132075476
22667,2011-01,1.0909,11.287499999999998
22667,2011-02,1.0769,14.44642857142858
22667,2011-03,1.0465,16.740000000000013
22667,2011-04,1.0000,13.91875
22667,2011-05,1.0000,0
22668,2010-12,8.0000,7.201249999999998
22668,2011-01,1.7692,19.333913043478262
22668,2011-02,1.5455,32.769999999999996
22668,2011-03,1.6538,18.006744186046504
22668,2011-04,1.2778,28.00260869565218
22668,2011-05,1.3600,18.882058823529412
22669,2010-12,3.0000,11.517666666666667
22669,2011-01,1.2500,19.322
22669,2011-02,1.4545,20.280624999999997
22669,2011-03,1.0909,11.7725
22669,2011-04,1.0952,12.802173913043477
22669,2011-05,1.2143,16.8
22670,2010-12,1.3077,10.223529411764707
22670,2011-01,1.4286,9.939
22670,2011-02,1.5333,6.894347826086956
22670,2011-03,1.1875,12.341052631578949
22670,2011-04,1.1579,8.233181818181817
22670,2011-05,1.6000,6.910416666666667
22671,2010-12,1.5000,8.453333333333331
22671,2011-01,1.0000,8.819999999999999
22671,2011-02,1.2500,8.411999999999999
22671,2011-03,1.0000,13.857999999999999
22671,2011-04,1.0000,24.644
22671,2011-05,1.0909,11.136666666666668
22672,2010-12,1.4286,8.279999999999998
22672,2011-01,1.1667,8.728571428571428
22672,2011-02,1.0833,15.356153846153843
22672,2011-03,1.4545,12.474999999999998
22672,2011-04,1.1364,17.712000000000003
22672,2011-05,1.5714,10.27090909090909
22673,2010-12,1.5000,8.963333333333333
22673,2011-01,1.0000,6.495
22673,2011-02,1.0000,9.908
22673,2011-03,1.2727,5.437857142857142
22673,2011-04,1.0588,9.302222222222222
22673,2011-05,1.1000,11.010909090909092
22674,2010-12,1.2500,10.253
22674,2011-01,1.1250,11.805555555555555
22674,2011-02,1.3000,9.043076923076923
22674,2011-03,1.2222,8.76090909090909
22674,2011-04,1.1579,9.14409090909091
22674,2011-05,1.2143,8.669411764705885
22675,2010-12,1.7500,9.655714285714286
22675,2011-01,1.3333,8.7675
22675,2011-02,1.0000,13.121
22675,2011-03,1.8000,5.46611111111111
22675,2011-04,1.1765,14.1505
22675,2011-05,1.2000,8.945
22676,2010-12,2.2500,5.978888888888888
22676,2011-01,1.5000,4.823999999999999
22676,2011-02,1.5000,7.989333333333334
22676,2011-03,1.8333,10.081363636363635
22676,2011-04,1.6667,7.406000000000001
22676,2011-05,2.4000,4.408749999999999
22677,2010-12,2.2000,5.122727272727272
22677,2011-01,1.4286,6.5969999999999995
22677,2011-02,1.4167,7.6352941176470575
22677,2011-03,1.8333,8.26
22677,2011-04,1.7000,6.748235294117646
22677,2011-05,2.6000,5.2576923076923086
22678,2010-12,2.7500,4.552727272727272
22678,2011-01,1.6667,5.86
22678,2011-02,1.4286,9.488
22678,2011-03,1.9167,7.093043478260869
22678,2011-04,2.0000,7.742
22678,2011-05,2.2500,4.977777777777777
22679,2010-12,2.5000,4.004999999999999
22679,2011-01,1.5714,5.888181818181818
22679,2011-02,1.5000,7.483999999999999
22679,2011-03,1.4444,9.383076923076922
22679,2011-04,2.0000,7.385833333333333
22679,2011-05,2.6000,3.824615384615385
22680,2010-12,1.4000,8.394285714285713
22680,2011-01,1.7000,4.095294117647058
22680,2011-02,1.0909,9.371666666666668
22680,2011-03,1.8182,8.299999999999999
22680,2011-04,1.7143,7.285
22680,2011-05,1.8333,5.546363636363637
22681,2010-12,2.0000,4.8462499999999995
22681,2011-01,2.2000,4.53
22681,2011-02,1.2000,9.055833333333332
22681,2011-03,1.8571,9.346923076923078
22681,2011-04,2.0000,6.5928571428571425
22681,2011-05,2.0000,6.726000000000001
22682,2010-12,3.0000,5.421666666666667
22682,2011-01,1.2857,5.678888888888888
22682,2011-02,1.2500,8.613
22682,2011-03,1.7000,6.814117647058823
22682,2011-04,1.6667,8.617
22682,2011-05,1.6667,5.109
22683,2010-12,2.0000,4.534999999999999
22683,2011-01,1.6000,4.9925
22683,2011-02,1.1250,10.82888888888889
22683,2011-03,1.4444,9.113846153846152
22683,2011-04,1.8333,7.936363636363637
22683,2011-05,2.1429,4.156000000000001
22684,2010-12,2.0000,1.88
22684,2011-01,1.1667,5.888571428571429
22684,2011-02,1.0000,12.909999999999998
22684,2011-03,2.0000,6.661249999999999
22684,2011-04,1.8000,9.7
22684,2011-05,1.7143,5.6049999999999995
22685,2010-12,1.3333,8.7575
22685,2011-01,1.0000,9.492
22685,2011-02,1.0000,9.995000000000001
22685,2011-03,1.3750,11.106363636363636
22685,2011-04,1.8571,6.529230769230769
22685,2011-05,1.5714,4.076363636363637
22686,2010-12,1.6000,4.69125
22686,2011-01,2.7500,2.822727272727273
22686,2011-02,1.4444,9.699230769230768
22686,2011-03,9.0000,5.230555555555554
22686,2011-04,1.8000,9.01
22686,2011-05,3.1429,4.853636363636361
22687,2011-03,1.0000,15.79
22688,2010-12,1.0000,33.60375
22688,2011-01,1.0000,7.95
22689,2010-12,1.4545,21.845625000000002
22689,2011-01,1.0000,14.43
22689,2011-02,1.0000,0
22689,2011-04,1.0000,15.79
22690,2010-12,1.2308,16.755000000000003
22690,2011-01,1.0714,18.580666666666666
22690,2011-02,1.0833,24.423076923076913
22690,2011-03,1.1364,21.000399999999992
22690,2011-04,1.0000,22.586842105263152
22690,2011-05,1.0833,41.64653846153845
22691,2010-12,2.0000,17.9025
22691,2011-02,1.2222,20.024545454545454
22691,2011-03,1.2727,22.104285714285712
22691,2011-04,1.0000,13.625833333333334
22691,2011-05,1.1250,19.484444444444442
22692,2010-12,2.0000,29.59666666666666
22692,2011-01,1.2917,35.57258064516128
22692,2011-02,1.1944,22.55720930232557
22692,2011-03,1.2857,22.40466666666666
22692,2011-04,1.4348,20.321212121212113
22692,2011-05,1.2903,24.929
22693,2010-12,1.0000,313.62625
22693,2011-01,1.0000,36.784
22693,2011-02,1.0714,253.274
22693,2011-03,1.1579,46.995000000000005
22693,2011-04,1.2308,91.13906250000001
22693,2011-05,1.1786,30.53030303030303
22694,2010-12,1.5918,12.321410256410264
22694,2011-01,4.8000,4.485833333333333
22694,2011-02,1.7000,8.885882352941175
22694,2011-03,1.5000,7.816666666666667
22694,2011-04,1.0833,9.299230769230771
22694,2011-05,1.2500,10.731000000000002
22695,2010-12,1.8000,5.91611111111111
22695,2011-01,1.3333,7.4799999999999995
22695,2011-02,1.0000,8.03
22695,2011-03,1.0000,8.346666666666666
22695,2011-04,1.0000,6.524999999999999
22695,2011-05,1.0000,7.696
22696,2010-12,1.3500,6.952962962962961
22696,2011-01,1.2500,21.781999999999996
22696,2011-02,1.3333,8.889999999999999
22696,2011-03,1.3333,6.9975000000000005
22696,2011-04,1.0000,16.976666666666667
22696,2011-05,1.0000,5.85
22697,2010-12,2.0313,24.840307692307707
22697,2011-01,1.7813,18.509122807017548
22697,2011-02,1.6296,23.22613636363637
22697,2011-03,1.5667,17.60936170212767
22697,2011-04,1.3871,18.291744186046525
22697,2011-05,1.3636,18.956000000000017
22698,2010-12,1.0000,6.886666666666667
22698,2011-02,1.4909,23.55926829268294
22698,2011-03,1.3654,15.11281690140846
22698,2011-04,1.3962,19.17486486486488
22698,2011-05,1.3380,18.687789473684226
22699,2010-12,1.8333,23.733484848484864
22699,2011-01,1.4390,24.18949152542374
22699,2011-02,1.5357,22.867441860465128
22699,2011-03,1.3636,25.166444444444465
22699,2011-04,1.3433,19.450555555555574
22699,2011-05,1.3297,19.78983471074379
22700,2010-12,1.1000,14.615454545454547
22700,2011-01,1.1538,17.29866666666667
22700,2011-02,1.0000,30.599999999999998
22700,2011-03,1.0000,6.846666666666667
22700,2011-04,1.0000,7.866666666666667
22700,2011-05,1.0000,224.83222222222224
22701,2010-12,1.8000,11.067777777777776
22701,2011-01,1.1429,11.972500000000002
22701,2011-02,1.0000,30.599999999999998
22701,2011-03,1.2000,12.273333333333335
22701,2011-04,1.0000,10.325000000000001
22701,2011-05,1.0000,42.265
22702,2010-12,1.0000,12.833333333333334
22702,2011-01,1.1429,11.20375
22702,2011-02,1.0000,26.7
22702,2011-03,1.0000,30.9
22702,2011-04,1.0000,8.400000000000002
22702,2011-05,1.0000,732.1999999999999
22703,2010-12,1.5000,3.5066666666666664
22703,2011-01,1.0000,18.288333333333334
22703,2011-02,1.0000,6.276666666666667
22703,2011-03,1.0000,6.976666666666667
22703,2011-04,1.0000,4.165
22703,2011-05,1.0000,12.600000000000001
22704,2010-12,1.0000,10.5
22704,2011-01,1.0000,10.5
22704,2011-02,1.0000,10.5
22704,2011-03,1.0000,12.25
22704,2011-04,1.0000,10.5
22704,2011-05,1.0769,15.357142857142858
22705,2010-12,1.0000,10.5
22705,2011-01,1.0000,8.568000000000001
22705,2011-02,1.0000,10.5
22705,2011-03,1.0000,10.5
22705,2011-04,1.0000,10.5
22705,2011-05,1.0000,10.5
22706,2010-12,1.0000,13.125
22706,2011-01,1.0000,10.5
22706,2011-02,1.0000,8.736
22706,2011-03,1.0000,10.5
22706,2011-04,1.0000,10.5
22706,2011-05,1.0000,10.5
22707,2010-12,1.0000,10.5
22707,2011-01,1.0000,10.5
22707,2011-02,1.0000,6.09
22707,2011-03,1.0000,15.75
22707,2011-04,1.0000,10.5
22707,2011-05,1.0000,10.5
22708,2010-12,1.0000,10.5
22708,2011-01,1.0000,10.5
22708,2011-02,1.0000,10.5
22708,2011-03,1.0000,17.6875
22708,2011-04,1.0000,10.5
22708,2011-05,1.0000,10.5
22709,2011-01,1.0000,10.5
22709,2011-02,1.0000,10.5
22709,2011-03,1.0000,10.5
22709,2011-04,1.0000,10.5
22709,2011-05,1.0000,10.5
22710,2010-12,1.0000,12.6
22710,2011-01,1.0000,27.25
22710,2011-02,1.0000,18.714285714285715
22710,2011-03,1.1111,12.6
22710,2011-04,1.0000,15.326666666666668
22710,2011-05,1.0000,10.5
22711,2010-12,1.0000,10.5
22711,2011-01,1.0000,10.5
22711,2011-02,1.0000,15.75
22711,2011-03,1.0909,11.375
22711,2011-04,1.0000,9.534
22711,2011-05,1.0714,10.5
22712,2010-12,2.6667,2.336875
22712,2011-02,1.0000,5.04
22712,2011-03,1.0000,10.884285714285713
22712,2011-04,1.3889,4.3976000000000015
22712,2011-05,1.3750,8.070681818181818
22713,2010-12,1.4615,4.03
22713,2011-01,1.6667,4.652666666666667
22713,2011-02,1.2500,9.485333333333335
22713,2011-03,1.5000,8.614444444444445
22713,2011-04,1.3158,5.763999999999999
22713,2011-05,1.2778,9.716086956521737
22714,2010-12,2.2000,2.450909090909091
22714,2011-01,1.8182,7.9549999999999965
22714,2011-02,1.3000,7.732307692307693
22714,2011-03,1.0000,12.303846153846154
22714,2011-04,1.3333,5.177000000000001
22714,2011-05,1.5333,4.975652173913044
22715,2010-12,2.0000,0.85
22715,2011-01,1.5455,4.587058823529412
22715,2011-02,1.1250,5.784444444444444
22715,2011-03,1.2222,8.146363636363638
22715,2011-04,1.0000,4.657272727272727
22715,2011-05,1.6250,3.548461538461538
22716,2010-12,1.5000,3.946666666666667
22716,2011-01,1.4444,4.451923076923078
22716,2011-02,1.2000,8.424444444444449
22716,2011-03,1.2222,4.57909090909091
22716,2011-04,1.2857,4.631481481481483
22716,2011-05,1.1364,4.399600000000001
22717,2010-12,2.2500,2.246666666666667
22717,2011-01,1.1667,4.438571428571428
22717,2011-02,1.2500,3.188
22717,2011-03,1.5000,5.094999999999999
22717,2011-04,1.2222,3.9672727272727273
22717,2011-05,1.1000,4.35
22718,2010-12,1.4286,7.0489999999999995
22718,2011-01,1.5714,4.008636363636364
22718,2011-02,1.6250,3.9999999999999996
22718,2011-03,1.6667,4.314
22718,2011-04,1.3333,4.09125
22718,2011-05,1.3333,4.1431249999999995
22719,2010-12,2.6667,7.01125
22719,2011-01,4.5000,7.664444444444445
22719,2011-02,2.8571,10.056000000000001
22719,2011-03,4.1250,7.026666666666666
22719,2011-04,2.6000,8.081538461538461
22719,2011-05,2.0000,1.23
22720,2010-12,1.3261,23.076557377049184
22720,2011-01,1.2097,34.35713333333333
22720,2011-02,1.2667,23.017565789473654
22720,2011-03,1.2013,23.42430167597762
22720,2011-04,1.7143,11.321388888888889
22720,2011-05,7.0000,7.679285714285716
22721,2010-12,1.0000,11.624666666666666
22721,2011-01,1.0952,15.667608695652172
22721,2011-02,1.0455,32.75826086956523
22721,2011-03,1.2500,11.982
22721,2011-04,1.0714,18.857999999999997
22721,2011-05,1.0000,20.41428571428572
22722,2010-12,1.2581,30.061794871794866
22722,2011-01,1.2564,28.807448979591864
22722,2011-02,1.3951,21.72274336283185
22722,2011-03,1.3861,19.999928571428573
22722,2011-04,1.1286,17.006582278481005
22722,2011-05,1.4462,17.190531914893597
22723,2010-12,1.0769,13.624285714285717
22723,2011-01,1.0870,16.1262
22723,2011-02,1.2692,23.04181818181818
22723,2011-03,1.1304,14.203846153846156
22723,2011-04,1.2857,13.911666666666667
22723,2011-05,1.1364,13.160800000000002
22725,2010-12,1.5909,14.982000000000003
22725,2011-01,1.5000,17.512916666666673
22725,2011-02,1.6923,29.149545454545454
22725,2011-03,1.2857,14.385925925925925
22725,2011-04,1.0588,25.625
22725,2011-05,1.2632,12.805833333333332
22726,2010-12,1.7241,20.908499999999986
22726,2011-01,1.2889,15.155344827586209
22726,2011-02,1.4750,16.725423728813556
22726,2011-03,1.5111,22.21382352941176
22726,2011-04,1.3333,52.40031249999999
22726,2011-05,5.0000,18.238
22727,2010-12,1.5636,24.55418604651162
22727,2011-01,1.1538,19.226833333333335
22727,2011-02,1.2708,21.18901639344262
22727,2011-03,1.3043,18.347333333333335
22727,2011-04,1.3137,45.59388059701492
22727,2011-05,1.2143,15.435529411764708
22728,2010-12,1.6905,20.175774647887323
22728,2011-01,1.5357,16.16232558139535
22728,2011-02,1.5185,23.36073170731708
22728,2011-03,1.3226,14.864146341463414
22728,2011-04,1.1463,51.26957446808511
22728,2011-05,1.4839,15.679565217391303
22729,2010-12,1.6471,14.839821428571431
22729,2011-01,1.2500,15.875666666666666
22729,2011-02,1.5000,15.088749999999997
22729,2011-03,1.2963,15.213142857142858
22729,2011-04,1.1429,43.255250000000004
22729,2011-05,1.2143,17.79490196078432
22730,2010-12,1.5143,17.478679245283022
22730,2011-01,1.2273,16.645925925925926
22730,2011-02,1.3000,21.402307692307694
22730,2011-03,1.2963,12.146571428571427
22730,2011-04,1.0455,13.927391304347825
22730,2011-05,1.2581,14.405897435897433
22731,2010-12,1.2941,6.214090909090908
22731,2011-01,2.0000,2.8899999999999997
22732,2010-12,2.1667,5.839230769230769
22732,2011-01,2.0000,5.404999999999999
22732,2011-02,2.0000,4.074999999999999
22732,2011-03,2.0000,1.63
22732,2011-05,1.0000,1.63
22733,2010-12,1.5263,5.669655172413792
22733,2011-02,1.0000,1.63
22733,2011-03,1.0000,1.63
22733,2011-05,1.0000,4.89
22734,2010-12,7.5000,45.36666666666667
22734,2011-01,8.0000,9.48375
22734,2011-02,2.0000,5.79
22734,2011-04,1.0000,0
22735,2010-12,2.0000,6.175833333333333
22735,2011-01,3.0000,3.8499999999999996
22736,2010-12,1.6818,7.775135135135136
22736,2011-01,5.0000,3.7959999999999994
22736,2011-02,1.5000,7.973333333333333
22736,2011-03,1.0000,3.29
22736,2011-05,1.0000,4.13
22737,2010-12,1.8095,9.648947368421053
22737,2011-01,6.0000,6.074999999999999
22737,2011-02,1.0000,16.5
22737,2011-03,1.0000,3.29
22737,2011-04,1.0000,9.895
22737,2011-05,3.0000,3.5700000000000003
22738,2010-12,1.8966,9.22709090909091
22738,2011-01,9.0000,4.223333333333333
22738,2011-03,1.0000,9.075
22738,2011-04,1.0000,3.29
22738,2011-05,1.0000,4.13
22739,2010-12,1.7222,9.73725806451613
22739,2011-01,9.0000,5.535555555555556
22739,2011-02,2.0000,7.625
22739,2011-03,1.0000,4.13
22739,2011-04,1.0000,9.895
22739,2011-05,2.0000,3.71
22740,2010-12,3.1250,20.569600000000005
22740,2011-01,1.3636,32.22333333333333
22740,2011-02,1.3333,31.109375000000004
22740,2011-03,1.5263,38.333448275862054
22740,2011-04,1.3125,36.76142857142855
22740,2011-05,1.3077,32.06294117647059
22741,2010-12,3.1667,14.981578947368417
22741,2011-01,1.4286,26.115999999999996
22741,2011-02,1.0000,37.04600000000001
22741,2011-03,1.0000,74.79272727272723
22741,2011-04,1.2353,31.629047619047615
22741,2011-05,1.0000,38.16307692307693
22742,2010-12,1.6000,7.01125
22742,2011-01,1.2000,18.683333333333334
22742,2011-02,1.0000,10.325000000000001
22742,2011-03,1.0000,22.661249999999995
22742,2011-04,1.0000,17.700000000000003
22742,2011-05,1.1429,10.66625
22743,2010-12,2.0000,9.022222222222219
22743,2011-01,1.7778,9.908125000000002
22743,2011-02,1.2000,22.719166666666666
22743,2011-03,1.1538,19.53733333333333
22743,2011-04,1.1250,12.431111111111115
22743,2011-05,1.1667,11.768571428571429
22744,2010-12,1.1765,10.477000000000004
22744,2011-01,1.2000,19.769999999999996
22744,2011-02,1.1667,13.47
22744,2011-03,1.0588,14.082222222222224
22744,2011-04,1.0000,16.211250000000003
22744,2011-05,1.1538,10.204666666666668
22745,2010-12,1.3061,6.7167187500000045
22745,2011-01,1.4000,7.32904761904762
22745,2011-02,1.0833,13.633076923076922
22745,2011-03,1.2353,17.7052380952381
22745,2011-04,1.4167,15.439999999999998
22745,2011-05,1.3200,11.729696969696972
22746,2010-12,1.2326,6.159811320754717
22746,2011-01,1.2857,7.591666666666665
22746,2011-02,1.1176,14.849999999999996
22746,2011-03,1.3462,16.37771428571429
22746,2011-04,1.2222,8.533636363636365
22746,2011-05,1.0455,13.950434782608696
22747,2010-12,1.2174,5.400714285714285
22747,2011-01,1.1000,6.783636363636364
22747,2011-02,1.1875,12.96736842105263
22747,2011-03,1.2500,13.385999999999997
22747,2011-04,1.1429,7.27125
22747,2011-05,1.2857,16.48
22748,2010-12,1.4255,6.74268656716418
22748,2011-01,1.0526,10.6195
22748,2011-02,1.1379,15.436969696969708
22748,2011-03,1.1212,20.31108108108109
22748,2011-04,1.1818,8.642307692307693
22748,2011-05,1.2400,12.924516129032257
22749,2010-12,1.1892,18.299318181818183
22749,2011-01,1.3529,11.090434782608694
22749,2011-02,1.1000,19.154090909090908
22749,2011-03,1.0345,33.56966666666667
22749,2011-04,1.2000,13.12
22749,2011-05,1.0000,18.813181818181818
22750,2010-12,1.1389,16.050731707317073
22750,2011-01,1.1364,10.05
22750,2011-02,1.0714,22.092666666666666
