YM,city,state,order_status,order_cnt,customer_cnt,rev
2018-01,aracaju,SE,invoiced,1,1,21.9
2018-01,aracariguama,SP,delivered,1,1,105.7
2018-01,aracati,CE,delivered,2,2,99.89
2018-01,aracatu,BA,delivered,1,1,75.99
2018-01,aracatuba,SP,delivered,7,7,551.08
2018-01,"aracoiaba da serra",SP,delivered,1,1,129
2018-01,aracruz,ES,unavailable,1,1,0
2018-01,araguaina,TO,delivered,2,2,79.98
2018-01,araguaina,TO,shipped,1,1,526
2018-01,araguari,MG,delivered,6,6,1007.87
2018-01,aramina,SP,delivered,1,1,97.9
2018-01,arapiraca,AL,delivered,3,3,597.73
2018-01,arapongas,PR,delivered,4,3,325.96
2018-01,arapoti,PR,delivered,2,2,185.9
2018-01,araquari,SC,delivered,2,1,52.98
2018-01,ararangua,SC,delivered,2,2,99.68
2018-01,araraquara,SP,delivered,12,12,1194.48
2018-01,araraquara,SP,processing,1,1,59.9
2018-01,araras,SP,delivered,8,7,1237.23
2018-01,araripe,CE,shipped,1,1,139
2018-01,araripina,PE,delivered,1,1,59.9
2018-01,araruama,RJ,delivered,5,4,1163.8000000000002
2018-01,araruama,RJ,processing,1,1,129.9
2018-01,araruna,PR,delivered,1,1,45.99
2018-01,araucaria,PR,delivered,8,8,463.57000000000005
2018-01,araxa,MG,canceled,1,1,89.79
2018-01,araxa,MG,delivered,6,6,531.55
2018-01,arealva,SP,delivered,1,1,29.99
2018-01,arinos,MG,delivered,1,1,69.9
2018-01,aripuana,MT,delivered,1,1,79
2018-01,"armacao dos buzios",RJ,delivered,4,4,364.99
2018-01,"arraial do cabo",RJ,delivered,3,3,308.9
2018-01,"arroio trinta",SC,delivered,1,1,169.9
2018-01,arrozal,RJ,delivered,1,1,58.9
2018-01,"artur nogueira",SP,delivered,3,1,115.19999999999999
2018-01,ascurra,SC,delivered,1,1,87.8
2018-01,assis,SP,delivered,9,8,1315.01
2018-01,"astolfo dutra",MG,delivered,1,1,394.65
2018-01,astorga,PR,delivered,1,1,79.99
2018-01,atibaia,SP,delivered,21,18,2218.02
2018-01,avare,SP,delivered,3,3,341.9
2018-01,avelar,RJ,delivered,1,1,89
2018-01,azurita,MG,delivered,1,1,59.9
2018-01,bage,RS,delivered,2,2,129.8
2018-01,"baixa grande do ribeiro",PI,delivered,1,1,159.99
2018-01,"balneario arroio do silva",SC,delivered,1,1,148
2018-01,"balneario barra do sul",SC,delivered,1,1,109.9
2018-01,"balneario camboriu",SC,delivered,9,9,1394.59
2018-01,"balneario pinhal",RS,delivered,3,2,209.8
2018-01,balsamo,SP,delivered,2,2,831.98
2018-01,bambui,MG,delivered,1,1,52
2018-01,bandeira,MG,delivered,1,1,116.6
2018-01,"barao de cocais",MG,delivered,2,2,74.9
2018-01,barbacena,MG,delivered,8,8,879.5
2018-01,barcarena,PA,delivered,2,2,613.2
2018-01,bariri,SP,delivered,6,6,1787.0000000000002
2018-01,"barra bonita",SP,delivered,2,2,957.72
2018-01,"barra da estiva",BA,delivered,1,1,299.99
2018-01,"barra de sao joao",RJ,delivered,1,1,49
2018-01,"barra do corda",MA,delivered,5,2,540.21
2018-01,"barra do garcas",MT,delivered,2,2,79.89
2018-01,"barra do mendes",BA,delivered,1,1,65
2018-01,"barra do pirai",RJ,delivered,5,5,658.27
2018-01,"barra mansa",RJ,delivered,8,8,829.07
2018-01,barreiras,BA,delivered,5,4,613.88
2018-01,barretos,SP,delivered,12,7,1273.96
2018-01,barrinha,SP,delivered,2,2,259.8
2018-01,barroso,MG,delivered,1,1,89.99
2018-01,barueri,SP,delivered,27,22,2178.2900000000004
2018-01,barueri,SP,processing,1,1,429.9
2018-01,bastos,SP,delivered,1,1,29.99
2018-01,batatais,SP,delivered,2,2,517.99
2018-01,bataypora,MS,delivered,1,1,110.9
2018-01,bauru,SP,delivered,15,15,1240.6700000000003
2018-01,bauru,SP,invoiced,2,1,24.98
2018-01,bebedouro,SP,delivered,6,6,492.68999999999994
2018-01,belem,PA,canceled,1,1,126.69
2018-01,belem,PA,delivered,33,29,6201.009999999998
2018-01,"belford roxo",RJ,delivered,8,7,432.47
2018-01,belmonte,SC,delivered,3,1,149.7
2018-01,"belo horizonte",MG,canceled,1,1,69.9
2018-01,"belo horizonte",MG,delivered,246,219,24818.230000000065
2018-01,"belo horizonte",MG,shipped,1,1,33.9
2018-01,"belo horizonte",MG,unavailable,1,1,0
2018-01,"belo jardim",PE,delivered,2,2,429.79999999999995
2018-01,"bento de abreu",SP,delivered,1,1,38
2018-01,"bento goncalves",RS,delivered,3,3,197.19
2018-01,bequimao,MA,delivered,1,1,349.9
2018-01,bertioga,SP,delivered,4,3,463.79999999999995
2018-01,betim,MG,delivered,9,6,1272.4
2018-01,betim,MG,invoiced,1,1,138
2018-01,betim,MG,processing,1,1,39.9
2018-01,biguacu,SC,delivered,1,1,19.9
2018-01,birigui,SP,delivered,9,6,607.51
2018-01,biritiba-mirim,SP,delivered,1,1,54.9
2018-01,blumenau,SC,delivered,19,18,2276.24
2018-01,"boa esperanca",ES,delivered,1,1,117.3
2018-01,"boa esperanca",RJ,delivered,1,1,1399.99
2018-01,"boa esperanca do iguacu",PR,delivered,1,1,35.9
2018-01,"boa esperanca do sul",SP,delivered,1,1,46.4
2018-01,"boa ventura",RJ,delivered,1,1,14.9
2018-01,"boa vista",RR,canceled,1,1,89.99
2018-01,"boa vista",RR,delivered,1,1,129
2018-01,bocaiuva,MG,delivered,1,1,29.9
2018-01,"bocaiuva do sul",PR,delivered,1,1,39.99
2018-01,boituva,SP,delivered,4,4,411.4
2018-01,"bom conselho",PE,delivered,2,2,151.64000000000001
2018-01,"bom despacho",MG,delivered,7,3,918.5
2018-01,"bom jardim de minas",MG,delivered,2,1,124.34
2018-01,"bom jesus",GO,delivered,1,1,46.4
2018-01,"bom jesus da lapa",BA,delivered,4,2,1808.31
2018-01,"bom jesus do galho",MG,delivered,1,1,199.9
2018-01,"bom jesus dos perdoes",SP,delivered,3,2,145.79
2018-01,"bom retiro do sul",RS,delivered,1,1,1250
2018-01,"bom sucesso",MG,delivered,1,1,649.9
2018-01,bombinhas,SC,delivered,1,1,98.99
2018-01,"bonfim paulista",SP,delivered,1,1,46.2
2018-01,bonfinopolis,GO,delivered,1,1,159.9
2018-01,"bonfinopolis de minas",MG,delivered,1,1,27.3
2018-01,boninal,BA,delivered,2,1,659.8
2018-01,borborema,SP,delivered,2,2,156.98
2018-01,"borda da mata",MG,delivered,1,1,349
2018-01,botucatu,SP,delivered,5,5,528.1
2018-01,"braco do norte",SC,delivered,5,3,486.86
2018-01,braganca,PA,delivered,1,1,59
2018-01,"braganca paulista",SP,delivered,10,10,812.9499999999999
2018-01,"brasil novo",PA,delivered,1,1,220
2018-01,brasilia,DF,delivered,151,135,17435.679999999993
2018-01,brasilia,DF,shipped,3,3,301.29
2018-01,brauna,SP,delivered,2,2,178.99
2018-01,brodowski,SP,delivered,5,2,521.99
2018-01,brotas,SP,delivered,1,1,48.9
2018-01,brumadinho,MG,delivered,1,1,52
2018-01,brumado,BA,delivered,1,1,44.99
2018-01,brusque,SC,delivered,4,4,388.99
2018-01,buritama,SP,delivered,1,1,200
2018-01,buriticupu,MA,delivered,1,1,155.99
2018-01,buritis,MG,delivered,1,1,389
2018-01,buritizeiro,MG,delivered,2,1,139.6
2018-01,cabedelo,PB,delivered,1,1,249.9
2018-01,"cabo de santo agostinho",PE,delivered,1,1,25.99
2018-01,"cabo frio",RJ,delivered,12,12,980.9499999999998
2018-01,"cabralia paulista",SP,delivered,1,1,19.9
2018-01,cabrobo,PE,delivered,1,1,129
2018-01,cacador,SC,delivered,4,3,631.98
2018-01,cacapava,SP,delivered,5,5,928.7
2018-01,caceres,MT,delivered,2,2,331.9
2018-01,"cachoeira alta",GO,delivered,1,1,177.99
2018-01,"cachoeira do campo",MG,delivered,1,1,799
2018-01,"cachoeira do sul",RS,delivered,1,1,109.9
2018-01,"cachoeira do sul",RS,invoiced,1,1,1599
2018-01,"cachoeira paulista",SP,delivered,3,3,672.39
2018-01,"cachoeiras de macacu",RJ,delivered,3,3,318.79
2018-01,cachoeirinha,RS,delivered,6,5,521.5
2018-01,"cachoeiro de itapemirim",ES,delivered,9,9,701.5
2018-01,cacoal,RO,delivered,1,1,20
2018-01,caete,MG,delivered,2,2,368
2018-01,cafelandia,PR,delivered,1,1,149
2018-01,cafelandia,SP,delivered,2,2,154.4
2018-01,caico,RN,delivered,2,2,589.9
2018-01,caieiras,SP,delivered,9,9,617.93
2018-01,cajamar,SP,delivered,6,6,209.53000000000003
2018-01,cajamar,SP,unavailable,2,2,0
2018-01,cajati,SP,delivered,3,3,279.90999999999997
2018-01,cajobi,SP,delivered,1,1,109.9
2018-01,cajuru,SP,delivered,1,1,92.34
2018-01,caldas,MG,delivered,1,1,80
2018-01,"caldas novas",GO,delivered,6,4,184.56000000000003
2018-01,california,PR,delivered,1,1,43.9
2018-01,calmon,SC,delivered,1,1,49.9
2018-01,camacari,BA,delivered,3,3,487.9
2018-01,camamu,BA,canceled,1,1,95
2018-01,camapua,MS,delivered,1,1,97.79
2018-01,camaqua,RS,delivered,1,1,429.9
2018-01,camaragibe,PE,delivered,3,3,151.88
2018-01,camaragibe,PE,shipped,1,1,980.9
2018-01,cambara,PR,delivered,1,1,169.9
2018-01,cambe,PR,delivered,1,1,69.9
2018-01,cambira,PR,delivered,1,1,52
2018-01,camboriu,SC,delivered,1,1,49.9
2018-01,cambui,MG,delivered,2,2,355.8
2018-01,campanha,MG,delivered,4,2,277
2018-01,"campestre da serra",RS,delivered,1,1,25.99
2018-01,"campina do monte alegre",SP,delivered,1,1,119
2018-01,"campina grande",PB,delivered,2,2,1427.5
2018-01,"campina grande do sul",PR,delivered,1,1,49.9
2018-01,"campina verde",MG,delivered,1,1,53.99
2018-01,campinas,SP,delivered,98,91,10907.01999999999
2018-01,campinas,SP,processing,1,1,129.9
2018-01,"campinas do sul",RS,delivered,1,1,887
2018-01,"campo belo",MG,delivered,2,2,488
2018-01,"campo bom",RS,delivered,5,5,343.53
2018-01,"campo bom",RS,processing,1,1,129.9
2018-01,"campo do meio",MG,delivered,1,1,29.99
2018-01,"campo florido",MG,delivered,2,1,59.8
2018-01,"campo formoso",BA,delivered,1,1,499
2018-01,"campo grande",MS,delivered,32,25,4869.219999999999
2018-01,"campo largo",PR,delivered,2,2,149.89000000000001
2018-01,"campo limpo paulista",SP,delivered,2,2,174.8
2018-01,"campo mourao",PR,delivered,6,5,292.46999999999997
2018-01,"campo novo do parecis",MT,delivered,2,1,37.54
2018-01,"campos belos",GO,delivered,1,1,137.5
2018-01,"campos do jordao",SP,delivered,2,2,216.8
2018-01,"campos dos goytacazes",RJ,delivered,22,20,2064.0800000000004
2018-01,"campos sales",CE,delivered,1,1,165
2018-01,canapolis,BA,delivered,1,1,13.65
2018-01,canarana,MT,delivered,1,1,199
2018-01,candeias,BA,delivered,3,3,237.20000000000002
2018-01,candeias,BA,shipped,1,1,122.99
2018-01,candelaria,RS,delivered,1,1,215
2018-01,"candido rodrigues",SP,delivered,1,1,19
2018-01,canelinha,SC,delivered,1,1,655
2018-01,cangucu,RS,delivered,1,1,59.9
2018-01,canhotinho,PE,delivered,1,1,295
2018-01,canoas,RS,delivered,17,16,1920.5800000000002
2018-01,canoas,RS,processing,1,1,39.9
2018-01,canoinhas,SC,delivered,1,1,29.99
2018-01,cansancao,BA,delivered,2,2,174.91
2018-01,cantagalo,MG,delivered,1,1,12.98
2018-01,cantagalo,RJ,delivered,1,1,65
2018-01,cantanhede,MA,delivered,1,1,689
2018-01,capanema,PR,delivered,2,2,169
2018-01,"capao bonito",SP,delivered,2,2,110.8
2018-01,"capao da canoa",RS,delivered,4,4,345.19999999999993
2018-01,"capao do cipo",RS,delivered,1,1,73.5
2018-01,"capao do leao",RS,delivered,1,1,12.5
2018-01,capelinha,MG,delivered,1,1,29.9
2018-01,"capim grosso",BA,delivered,1,1,104
2018-01,capinopolis,MG,delivered,1,1,187.9
2018-01,"capitao leonidas marques",PR,delivered,1,1,129.99
2018-01,"capitao poco",PA,delivered,2,2,225.89000000000001
2018-01,capivari,SP,delivered,3,2,156.7
2018-01,capivari,SP,shipped,1,1,74.89
2018-01,capivari,SP,unavailable,1,1,0
2018-01,caraguatatuba,SP,delivered,11,10,1992.6100000000004
2018-01,carai,MG,delivered,1,1,255
2018-01,carandai,MG,delivered,1,1,17.9
2018-01,carangola,MG,delivered,1,1,179
2018-01,carapicuiba,SP,delivered,23,22,1926.6500000000003
2018-01,caratinga,MG,delivered,4,4,443.83000000000004
2018-01,carazinho,RS,delivered,2,2,93.55000000000001
2018-01,cariacica,ES,delivered,8,8,469.98
2018-01,carire,CE,delivered,1,1,34.99
2018-01,carius,CE,delivered,1,1,108
2018-01,"carlos barbosa",RS,delivered,2,2,185.55
2018-01,"carmo da cachoeira",MG,delivered,1,1,155
2018-01,"carmo do cajuru",MG,delivered,2,2,186.5
2018-01,"carmo do paranaiba",MG,delivered,4,3,609.4
2018-01,carnaubais,RN,delivered,1,1,284
2018-01,carolina,MA,delivered,1,1,9.9
2018-01,carpina,PE,delivered,1,1,934.94
2018-01,carrancas,MG,delivered,1,1,43.9
2018-01,caruaru,PE,delivered,5,5,296.87
2018-01,"casa branca",SP,delivered,2,2,229
2018-01,"casa nova",BA,delivered,1,1,94.9
2018-01,casca,RS,delivered,1,1,370.47
2018-01,cascavel,CE,delivered,1,1,299
2018-01,cascavel,PR,delivered,11,10,1049.1599999999999
2018-01,castanhal,PA,delivered,4,2,779.08
2018-01,castanheira,MT,delivered,2,2,78.99000000000001
2018-01,castelandia,GO,delivered,1,1,122.99
2018-01,castelo,ES,delivered,2,2,108.02
2018-01,castilho,SP,delivered,1,1,75.9
2018-01,castro,PR,delivered,1,1,99.9
2018-01,cataguases,MG,delivered,1,1,29.5
2018-01,catalao,GO,delivered,2,2,682.9
2018-01,catanduva,SP,delivered,7,7,2411.4900000000002
2018-01,catanduva,SP,shipped,1,1,79
2018-01,catarina,CE,delivered,1,1,29.99
2018-01,catigua,SP,delivered,1,1,19.99
2018-01,"catole do rocha",PB,delivered,1,1,239
2018-01,catu,BA,delivered,1,1,72
2018-01,catuipe,RS,delivered,1,1,250
2018-01,caucaia,CE,delivered,3,3,849.19
2018-01,caxias,MA,delivered,3,3,336.9
2018-01,"caxias do sul",RS,delivered,20,15,2315.7500000000005
2018-01,ceres,GO,delivered,1,1,95
2018-01,"cerqueira cesar",SP,delivered,2,2,435.75
2018-01,cerquilho,SP,delivered,2,2,275.99
2018-01,"ceu azul",PR,delivered,2,2,89.87
2018-01,"chapada dos guimaraes",MT,delivered,1,1,145
2018-01,"chapadao do sul",MS,delivered,3,3,133.2
2018-01,chapeco,SC,delivered,17,13,1276.2099999999998
2018-01,charqueada,SP,delivered,1,1,49.9
2018-01,charqueadas,RS,delivered,2,2,137.8
2018-01,cianorte,PR,delivered,1,1,129
2018-01,"cicero dantas",BA,delivered,1,1,6
2018-01,cidelandia,MA,delivered,4,1,375.96
2018-01,cipo,BA,delivered,1,1,179
2018-01,clevelandia,PR,delivered,1,1,31.9
2018-01,cocal,PI,delivered,2,2,118.9
2018-01,cocalinho,MT,delivered,1,1,12.9
2018-01,codo,MA,delivered,1,1,49
2018-01,"coelho neto",MA,delivered,1,1,180
2018-01,colatina,ES,delivered,2,2,160
2018-01,colider,MT,delivered,2,2,442.98
2018-01,colina,SP,delivered,1,1,97.49
2018-01,colombo,PR,delivered,3,3,107.3
2018-01,coluna,MG,delivered,1,1,117.99
2018-01,comodoro,MT,delivered,1,1,340
2018-01,"conceicao da ibitipoca",MG,delivered,1,1,39.99
2018-01,"conceicao das alagoas",MG,delivered,1,1,1395
2018-01,"conceicao de macabu",RJ,delivered,2,2,154.34
2018-01,"conceicao do coite",BA,delivered,1,1,17.9
2018-01,"conceicao do mato dentro",MG,delivered,2,2,364.9
2018-01,conchal,SP,delivered,2,2,218.2
2018-01,concordia,SC,delivered,7,5,588.5400000000001
2018-01,condado,PE,delivered,1,1,119.9
2018-01,confresa,MT,delivered,1,1,29.9
2018-01,congonhas,MG,delivered,3,3,267.70000000000005
2018-01,"conselheiro lafaiete",MG,delivered,11,11,1425.0600000000002
2018-01,conservatoria,RJ,delivered,1,1,349
2018-01,contagem,MG,canceled,1,1,199
2018-01,contagem,MG,delivered,47,36,5563.699999999996
2018-01,cordeiropolis,SP,delivered,1,1,32.99
2018-01,"cornelio procopio",PR,delivered,2,2,173.9
2018-01,coroados,SP,delivered,1,1,115
2018-01,coromandel,MG,delivered,1,1,59
2018-01,"coronel domingos soares",PR,delivered,1,1,89
2018-01,"coronel fabriciano",MG,delivered,2,2,120.99000000000001
2018-01,"coronel joao pessoa",RN,delivered,1,1,89.9
2018-01,corumba,MS,delivered,1,1,599
2018-01,corumbatai,SP,delivered,1,1,23.99
2018-01,cosmopolis,SP,delivered,7,6,1336.95
2018-01,cosmopolis,SP,invoiced,1,1,54.9
2018-01,cotia,SP,delivered,16,16,2652.0200000000004
2018-01,coxim,MS,delivered,2,2,245.98000000000002
2018-01,crato,CE,delivered,2,1,300
2018-01,cravinhos,SP,delivered,3,3,357.84999999999997
2018-01,criciuma,SC,delivered,6,4,526.88
2018-01,crisopolis,BA,delivered,1,1,36.9
2018-01,cristais,MG,delivered,1,1,25
2018-01,cristal,RS,delivered,1,1,149.9
2018-01,cristina,MG,delivered,1,1,39
2018-01,crixas,GO,delivered,1,1,21.99
2018-01,cruz,CE,delivered,1,1,99.9
2018-01,"cruz alta",RS,delivered,1,1,130
2018-01,"cruz das almas",BA,delivered,3,3,239.29
2018-01,cruzeiro,SP,delivered,1,1,79.9
2018-01,"cruzeiro do sul",RS,delivered,1,1,1997
2018-01,cruzilia,MG,delivered,2,2,228
2018-01,cubatao,SP,delivered,3,3,234.99
2018-01,cuiaba,MT,delivered,28,22,2562.4400000000005
2018-01,cumaru,PE,delivered,1,1,208
2018-01,cunha,SP,delivered,2,1,120.99000000000001
2018-01,curitiba,PR,delivered,139,109,15662.829999999982
2018-01,curitiba,PR,processing,1,1,38.85
2018-01,curitiba,PR,unavailable,1,1,0
2018-01,curitibanos,SC,delivered,3,3,145.56
2018-01,"currais novos",RN,shipped,1,1,14.6
2018-01,curvelo,MG,delivered,1,1,89.8
2018-01,damianopolis,GO,delivered,2,2,33.64
2018-01,delfinopolis,MG,delivered,1,1,53.99
2018-01,"demerval lobao",PI,delivered,1,1,15
2018-01,"deputado irapuan pinheiro",CE,delivered,1,1,29.99
2018-01,"desembargador otoni",MG,delivered,1,1,169.99
2018-01,diadema,SP,canceled,1,1,69.9
2018-01,diadema,SP,delivered,27,24,2455.7500000000005
2018-01,"diamante d'oeste",PR,delivered,1,1,289.9
2018-01,diamantina,MG,delivered,5,5,424.69
2018-01,diamantino,MT,delivered,1,1,79.9
2018-01,"dias d'avila",BA,delivered,1,1,210
2018-01,"dias d'avila",BA,shipped,1,1,24.99
2018-01,divino,MG,delivered,2,2,199.8
2018-01,divino,MG,processing,1,1,129.9
2018-01,divinolandia,SP,delivered,2,2,89.80000000000001
2018-01,divinopolis,MG,canceled,1,1,69.9
2018-01,divinopolis,MG,delivered,14,14,1613.9900000000002
2018-01,divinopolis,MG,shipped,1,1,99.9
2018-01,"dois corregos",SP,delivered,1,1,179
2018-01,"dois irmaos",RS,delivered,2,2,284.99
2018-01,"dois vizinhos",PR,delivered,2,2,123.2
2018-01,"dom feliciano",RS,delivered,1,1,248.99
2018-01,"dom silverio",MG,delivered,1,1,79.99
2018-01,"dom vicoso",MG,delivered,1,1,117.3
2018-01,"domingos martins",ES,delivered,1,1,249.9
2018-01,"dona francisca",RS,delivered,2,2,258.7
2018-01,"dores de campos",MG,delivered,1,1,138
2018-01,"dores do indaia",MG,delivered,2,2,110.95
2018-01,dourado,SP,delivered,2,2,61.65
2018-01,dourados,MS,delivered,14,14,1561.5300000000002
2018-01,dracena,SP,delivered,9,3,392.84999999999997
2018-01,"duque de caxias",RJ,delivered,19,16,1804.7300000000002
2018-01,"duque de caxias",RJ,shipped,1,1,69.99
2018-01,"eldorado do sul",RS,delivered,2,2,278.9
2018-01,"embu das artes",SP,delivered,10,10,732.4499999999999
2018-01,embu-guacu,SP,delivered,5,5,475.39
2018-01,"engenheiro beltrao",PR,invoiced,1,1,39.9
2018-01,"engenheiro coelho",SP,delivered,2,2,206.99
2018-01,"engenheiro passos",RJ,delivered,1,1,229.99
2018-01,erechim,RS,delivered,5,4,319.5
2018-01,ervalia,MG,delivered,2,2,328.94
2018-01,esperantina,PI,delivered,1,1,117.99
2018-01,esperantinopolis,MA,delivered,1,1,284.9
2018-01,"espigao do oeste",RO,delivered,1,1,229.99
2018-01,"espirito santo do pinhal",SP,delivered,1,1,67.6
2018-01,esplanada,BA,delivered,1,1,1105
2018-01,"estancia velha",RS,delivered,2,2,133.85999999999999
2018-01,esteio,RS,delivered,2,2,181.44
2018-01,estreito,MA,delivered,2,2,239
2018-01,eugenopolis,MG,delivered,1,1,199
2018-01,eunapolis,BA,delivered,1,1,37.99
2018-01,eusebio,CE,delivered,4,1,779.9
2018-01,extrema,MG,delivered,4,4,476.89
2018-01,farroupilha,RS,delivered,3,3,302.88
2018-01,"fatima do sul",MS,delivered,1,1,105.99
2018-01,faxinal,PR,delivered,1,1,49.99
2018-01,"faxinal dos guedes",SC,delivered,1,1,29.5
2018-01,"fazenda rio grande",PR,delivered,5,5,643.4699999999999
2018-01,"feira de santana",BA,delivered,13,12,3028.84
2018-01,"felicio dos santos",MG,delivered,1,1,169.9
2018-01,felisburgo,MG,delivered,1,1,99.9
2018-01,feliz,RS,delivered,1,1,29.9
2018-01,"fernando prestes",SP,delivered,1,1,37.9
2018-01,fernandopolis,SP,delivered,6,5,1328.5500000000002
2018-01,"ferraz de vasconcelos",SP,delivered,9,9,1010.18
2018-01,figueira,PR,delivered,2,1,233.98
2018-01,firminopolis,GO,delivered,1,1,37.9
2018-01,"flores da cunha",RS,delivered,1,1,189
2018-01,floresta,PR,delivered,2,2,81.89
2018-01,floriano,PI,delivered,1,1,129
2018-01,florianopolis,SC,delivered,53,50,5206.959999999996
2018-01,"florida paulista",SP,delivered,1,1,29.99
2018-01,florinia,SP,delivered,1,1,41.5
2018-01,fonseca,MG,delivered,1,1,89.65
2018-01,formiga,MG,delivered,1,1,117.5
2018-01,"formosa do rio preto",BA,delivered,5,1,399.95
2018-01,forquilha,CE,delivered,2,2,80.48
2018-01,forquilhinha,SC,delivered,2,2,113.99
2018-01,fortaleza,CE,canceled,1,1,279.9
2018-01,fortaleza,CE,delivered,31,28,2630.1600000000003
2018-01,fortaleza,CE,shipped,6,6,708.5799999999999
2018-01,"foz do iguacu",PR,delivered,5,5,476.45
2018-01,fraiburgo,SC,delivered,2,2,226.89000000000001
2018-01,franca,SP,delivered,10,10,2605.7900000000004
2018-01,"francisco beltrao",PR,delivered,2,2,138.89000000000001
2018-01,"francisco morato",SP,delivered,8,6,440.44
2018-01,"francisco sa",MG,delivered,1,1,64.9
2018-01,"franco da rocha",SP,delivered,7,7,838.54
2018-01,"frederico westphalen",RS,delivered,2,1,29.98
2018-01,"frei inocencio",MG,delivered,1,1,129.5
2018-01,"frei rogerio",SC,delivered,1,1,99.9
2018-01,fronteiras,PI,delivered,1,1,149.9
2018-01,garanhuns,PE,delivered,1,1,49.9
2018-01,garca,SP,delivered,3,3,450.5
2018-01,garca,SP,invoiced,1,1,95
2018-01,garibaldi,RS,delivered,3,2,244.70000000000002
2018-01,garopaba,SC,delivered,3,1,164.56
2018-01,gaspar,SC,delivered,4,4,342.78999999999996
2018-01,"gaviao peixoto",SP,delivered,1,1,14.99
2018-01,getulina,SP,delivered,1,1,69.9
2018-01,girua,RS,delivered,1,1,24
2018-01,glicerio,SP,delivered,1,1,309
2018-01,goiana,PE,delivered,1,1,19.36
2018-01,goiania,GO,canceled,1,1,120
2018-01,goiania,GO,delivered,63,56,5424.5499999999965
2018-01,goiania,GO,shipped,1,1,45.9
2018-01,goitacazes,RJ,delivered,1,1,118.6
2018-01,"governador celso ramos",SC,delivered,1,1,119.99
2018-01,"governador mangabeira",BA,delivered,1,1,98
2018-01,"governador valadares",MG,delivered,14,12,1835.48
2018-01,gramado,RS,delivered,4,4,309.83
2018-01,"grandes rios",PR,delivered,1,1,89
2018-01,granja,CE,delivered,1,1,38.9
2018-01,"grao para",SC,delivered,1,1,28.9
2018-01,gravata,PE,delivered,1,1,89
2018-01,gravatai,RS,delivered,14,10,842.6099999999999
2018-01,guacui,ES,delivered,1,1,159.94
2018-01,guaiba,RS,delivered,2,2,219.99
2018-01,guaira,PR,delivered,1,1,105.9
2018-01,guaira,SP,delivered,3,3,151.4
2018-01,guanambi,BA,delivered,6,6,583.68
2018-01,guanhaes,MG,delivered,2,2,196.89000000000001
2018-01,guapiacu,SP,delivered,1,1,92
2018-01,guapimirim,RJ,delivered,2,2,199
2018-01,guapo,GO,delivered,1,1,160.99
2018-01,guara,SP,delivered,1,1,59
2018-01,guarabira,PB,delivered,2,2,89.8
2018-01,guaramirim,SC,delivered,1,1,58.9
2018-01,guaranesia,MG,delivered,4,3,234.8
2018-01,guarani,MG,delivered,2,2,108.75
2018-01,guaraniacu,PR,delivered,1,1,72
2018-01,guaranta,SP,delivered,2,2,218.5
2018-01,"guaranta do norte",MT,delivered,1,1,69.99
2018-01,guarapari,ES,delivered,5,5,1096.8
2018-01,guarapuava,PR,delivered,6,6,508.69
2018-01,guararapes,SP,delivered,1,1,89.9
2018-01,guararema,SP,delivered,1,1,155.9
2018-01,guaratingueta,SP,delivered,11,11,2104.15
2018-01,guarda-mor,MG,delivered,1,1,69.9
2018-01,guariba,SP,delivered,1,1,73.97
2018-01,guaruja,SP,delivered,8,8,712.77
2018-01,guarulhos,SP,delivered,103,83,11359.549999999985
2018-01,guarulhos,SP,invoiced,1,1,274.9
2018-01,guarulhos,SP,shipped,1,1,65
2018-01,guarulhos,SP,unavailable,2,2,0
2018-01,guaxupe,MG,delivered,2,2,202.8
2018-01,guimarania,MG,delivered,1,1,89
2018-01,gurupi,TO,delivered,1,1,94.95
2018-01,"herval d'oeste",SC,delivered,1,1,45
2018-01,holambra,SP,delivered,7,6,519.6500000000001
2018-01,horizonte,CE,delivered,3,3,158.54000000000002
2018-01,horizontina,RS,delivered,3,3,193.39
2018-01,hortolandia,SP,delivered,6,6,1088.69
2018-01,iacanga,SP,delivered,1,1,42.99
2018-01,iacri,SP,delivered,1,1,27.99
2018-01,ibaiti,PR,delivered,2,2,85.89
2018-01,ibate,SP,delivered,5,5,735.79
2018-01,ibia,MG,delivered,2,2,139.9
2018-01,ibiam,SC,delivered,1,1,99
2018-01,ibicarai,BA,delivered,1,1,115
2018-01,ibicoara,BA,delivered,1,1,14.4
2018-01,ibira,SP,delivered,1,1,229.04
2018-01,ibirarema,SP,delivered,1,1,144.99
2018-01,ibirite,MG,delivered,2,2,368.9
2018-01,ibiruba,RS,processing,1,1,97
2018-01,ibitiara,BA,delivered,1,1,118.9
2018-01,ibitinga,SP,delivered,3,3,99.80000000000001
2018-01,ibiuna,SP,delivered,2,2,579.8
2018-01,ibotirama,BA,delivered,1,1,12.9
2018-01,icara,SC,delivered,1,1,109.9
2018-01,iconha,ES,delivered,1,1,18.9
2018-01,igarapava,SP,delivered,1,1,87.8
2018-01,igarape,MG,delivered,1,1,159
2018-01,igarassu,PE,delivered,1,1,59
2018-01,igarata,SP,delivered,1,1,29.9
2018-01,igrejinha,RS,delivered,2,2,144
2018-01,"iguaba grande",RJ,delivered,1,1,45.9
2018-01,iguape,SP,delivered,2,2,61.8
2018-01,iguatama,MG,delivered,1,1,85
2018-01,ijui,RS,delivered,14,7,1056.96
